"","","","","i
udj","i
udj","Wmßu","Wmßu"
"","","","","","","i
udj","i
udj"
"9","fi!LH  fomd¾;fïka;=j","81101","m<d;a rd'ks'w;a;sldrï","352""000""000","98""000""000","889""954""000",""
"10","wdhq¾fõo fomd¾;fïka;=j","81201","m<d;a rd'ks'w;a;sldrï","25""000""000","10""000""000","62""000""000",""
"11","iuQmldr ixj¾Ok fomd¾;fïka;=j","81301","m<d;a rd'ks'w;a;sldrï","9""500""000","5""100""000","22""400""000",""
"12","m<d;a md,k fomd¾;fïka;=j","81401","m<d;a rd'ks'w;a;sldrï","6""400""000","2""700""000","19""800""000",""
"13","m<d;a ud¾. ixj¾Okh"" .%dóh","82001","m<d;a rd'ks'w;a;sldrï","3""500""000","1""500""000","12""000""000",""
"","há;, myiqlï"" ixpdrl iy l%Svd","","","","","",""
"","yd fh!jk lghq;= wud;HdxYh","","","","","",""
"14","l%Svd ixj¾Ok fomd¾;fïka;=j","82101","m<d;a rd'ks'w;a;sldrï","2""300""000","800""000","7""500""000",""
"15","iudc iqN idOk"" mßjdi yd","83001","m<d;a rd'ks'w;a;sldrï","9""200""000","4""950""000","30""250""000",""
"","<udrlaIl .%du ixj¾Ok iy .%dóh","","","","","",""
"","l¾udka; wud;HdxYh","","","","","",""
"16","l¾udka; ixj¾Ok fomd¾;fïka;=j","83101","m<d;a rd'ks'w;a;sldrï","12""000""000","8""500""000","26""500""000",""
"17","mßjdi"" <udrlaIl yd iudc fiajd","83201","m<d;a rd'ks'w;a;sldrï","9""000""000","4""500""000","25""000""000",""
"","fomd¾;fïka;=j","","","","","",""
"18","wOHdmk f;dr;=re ;dlaIK yd","84001","m<d;a rd'ks'w;a;sldrï","9""500""000","3""000""000","24""500""000",""
"","ixialD;sl lghq;= wud;HdxYh","","","","","",""
"19","wOHdmk  fomd¾;fïka;=j","84101","m<d;a rd'ks'w;a;sldrï","1""177""000""000","510""000""000","2""667""043""000",""
"20","bvï"" m<d;a jdßud¾."" lDIsl¾u""","85001","m<d;a rd'ks'w;a;sldrï","3""000""000","2""000""000","13""200""000",""
"","i;a;aj ksIamdokh yd i;a;aj fi!LH","","","","","",""
"","iy ëjr lghq;= wud;HdxYh","","","","","",""
"21","bvï flduidßia fomd¾;fïka;=j","85101","m<d;a rd'ks'w;a;sldrï","6""500""000","4""500""000","13""500""000",""
"22","lDIsl¾u fomd¾;fïka;=j","85201","m<d;a rd'ks'w;a;sldrï","26""000""000","11""000""000","58""000""000",""
"23","i;a;aj ksIamdok yd  fi!LH","85301","m<d;a rd'ks'w;a;sldrï","12""500""000","7""500""000","19""600""000",""
"","fomd¾;fïka;=j","","","","","",""
"24","m<d;a wNHka;r ú.Kk","86101","m<d;a rd'ks'w;a;sldrï","2""100""000","950""000","7""150""000",""
"","fomd¾;fïka;=j","","","","","",""
"","","fjk;a w;a;sldrï .sKqï                      Wm tl;=j","","135""950""000","73""040""000","","37""240""000 3""900""000"
"25","m<d;a iNd f,alï ld¾hd,h","80102","uka;%Sjrekag úúO","26""400""000","2""100""000","24""000""000",""
"","","","w;a;sldrï","","","",""
"26","l<ukdlrK ixj¾Ok yd mqyqKq","80502","mqyqKq uOHia:dk","12""000""000","5""000""000","1""500""000","200""000"
"","uOHia:dkh  mqiaie,a,","","w;a;sldrï .sKqï","","","",""
"27","kS;sh yd iduh"" uqo,a yd ie,iqï""","81002","mß.Kl jHdmD;sh","1""750""000","140""000","300""000","100""000"
"","m<d;a md,k"" fi!LH"" foaYSh","","","","","",""
