"Head","","","","Recurrent","Capital","10"
"No.","","","","Expenditure","Expenditure",""
"","","","","Rs.","Rs.",""
"","","Ministry  of  Foreign  Affairs","","","",""
"","","Recurrent","","9,123,605,000","",""
"","","Capital","","345,600,000","",""
"","Made  up  as  follows  :-","","","","",""
"Head","112","Minister  of  Foreign  Affairs","","","",""
"","","Programme  01","Operational  Activities","108,400,000","5,000,000",""
"","","Programme  02","Development  Activities","9,015,205,000","340,600,000",""
"","","Ministry  of  Transport  and  Civil  Aviation","","","",""
"","","Recurrent","","16,672,950,000","",""
"","","Capital","","42,857,700,000","",""
"","Made  up  as  follows  :-","","","","","Appropriation (Amendment) Act, No. 23 of 2016"
"Head","114","Minister  of  Transport  and  Civil  Aviation","","","",""
"","","Programme  01","Operational  Activities","297,550,000","23,100,000",""
"","","Programme  02","Development  Activities","1,150,500,000","21,233,000,000",""
"Head","306","Department  of  Sri  Lanka  Railways","","","",""
"","","Programme  02","Development  Activities","13,592,500,000","20,585,100,000",""
"Head","307","Department  of  Motor  Traffic","","","",""
"","","Programme  02","Development  Activities","1,632,400,000","1,016,500,000",""
"","","Ministry  of  Higher  Education  and  Highways","","","",""
"","","Recurrent","","30,537,930,000","",""
"","","Capital","","142,525,950,000","",""
"","Made  up  as  follows  :-","","","","",""
"Head","117","Minister  of  Higher  Education  and  Highways","","","",""
"","","Programme  01","Operational  Activities","500,930,000","3,219,050,000",""
"","","Programme  02","Development  Activities","1,056,000,000","123,364,900,000",""
