"Head
325","Department  of  Sri  Lanka  Coast  Guard","","","",""
"","Programme  01
Operational  Activities","","29,770,000","32,500,000",""
"","Ministry  of  National  Policies  and  Economic  Affairs","","","",""
"","Recurrent","3,229,285,000","","",""
"","Capital","8,963,065,000","","",""
"Made  up  as  follows  :-","","","","",""
"Head
104","Minister  of  National  Policies    and  Economic  Affairs","","","",""
"","Programme  01
Operational  Activities","","362,150,000","25,700,000",""
"","Programme  02
Development  Activities","","1,593,720,000","7,348,400,000",""
"Head    237","Department  of  National  Planning","","","",""
"","Programme  01
Operational  Activities","","86,310,000","5,100,000",""
"Head    239","Department  of  External    Resources","","","",""
"","Programme  01
Operational  Activities","","262,780,000","1,533,430,000","Appropriation (Amendment) Act, No. 23 of 2016"
"Head    252","Department  of  Census  and  Statistics","","","",""
"","Programme  01
Operational  Activities","","838,300,000","38,105,000",""
"Head
280","Department  of  Project  Management  and  Monitoring","","","",""
"","Programme  02  Development  Activities","","86,025,000","12,330,000",""
"","Ministry  of  Disaster  Management","","","",""
"","Recurrent","799,200,000","","",""
"","Capital","2,134,550,000","","",""
"Made  up  as  follows  :-","","","","",""
"Head
106","Minister  of  Disaster  Management","","","",""
"","Programme  01
Operational  Activities","","115,100,000","264,850,000",""
"","Programme  02
Development  Activities","","423,300,000","1,806,500,000","7"
