"","","","","2019  nrj;njk;gu; 30 Mk; ehspy; cs;sthwhd Ie;njhif","","","","",""
"","","","","","","","","(&gh)",""
"","","nghWg;Gf;fs;","","","","","nrhj;Jf;fs;","",""
"","","","","nrj;njk;gu;> 2019","Xfj;J> 2019","","","",""
"Xfj;J> 2019","","","","","","","","","nrj;njk;gu;> 2019"
"","","ntspehl;L ehza epjpapay; nghWg;Gf;fs;","","","","","ntspehl;L ehza epjpapay; nrhj;Jf;fs;","",""
"34,572,051,998","","tq;fpfs; kw;Wk; epjpapay; epWtdq;fs;","37,952,247,633","","613,187,237,467","","fhR kw;Wk; fhrpw;Fr; rkkhdit","503,084,127,621",""
"1,176,593,419","","ngWjp epjpapay; rhjdq;fs;","675,966,611","","","",",. m. e. Clhd rP. k. ngWkjp kw;Wk;","",""
"79,128,812,620","","Mrpa jPu;g;gdT xd;wpak;","39,119,087,241","","729,552,671,630","","V.m.t. Clhd rP.k. ngWkjpapy; gpizaq;fs; 713,100,206,662","",""
"435,681,048,024","","g.eh.epjpaj;Jld; njhlu;ghd nghWg;Gf;fs;","437,365,618,358","","4,402,395,265","","ngWjp  epjpapay; rhjdq;fs;","2,191,498,294",""
"292,119,048,531","842,677,554,592","Vidait","175,884,875,311","690,997,795,154","145,063,372,133","","g. eh. epjpaj;Jld; njhlu;ghd nrhj;Jf;fs;","145,488,658,104",""
"","","","","","29,467,046,236","1,521,672,722,731","Vida fpilf;fj;jf;fit","11,120,239,033","1,374,984,729,714"
"","","cs;ehl;L ehza epjpapay; nghWg;Gf;fs;","","","","","","",""
"","","","","","","","cs;ehl;L ehza epjpapay; nrhj;Jf;fs;;","",""
"267,171,853,675","","tq;fpfs; kw;Wk; epjpapay; epWtdq;fspd;","264,590,482,512","","78,307,964,198","",",yq;if murhq;fg; gpizaq;fs;","76,986,274,822",""
"","","itg;Gf;fs;","","","34,900,489,772","","k
s
 tpw;gid cld;gbf;ifapd; fPohd","68,637,605,594",""
"534,737,221","","mur kw;Wk; mur epWtdq;fspd; itg;Gf;fs;","343,193,200","","","","gpizaq;fs;  nfhs;tdT","",""
"10,795,150,381","","k
s
nfhs;tdT cld;gbf;ifapd; fPo;","44,172,493,067","","237,807,871,400","","murpw;fhd jw;fhypf Kw;gzq;fs;","237,810,171,400",""
"","","tpw;gid nra;ag;gl;l gpizaq;fs;","","","56,591,033","","tq;fpfSf;fhd fld;fs;","56,135,940",""
"6,537,073","","Copau; eyj; jpl;lq;fspd; kPjp","125,455,474","","1,381,878,521","","epjpapay; kw;Wk; Vida epWtdq;fspYs;s","1,381,878,521",""
"10,014,823,670","","Vida nfhLglj;jf;fit","9,606,463,548","","","","gq;F KjyPLfs;","",""
"646,145,711,470","934,668,813,490","Rw;Nwhl;lj;jpYs;s ehzak;","650,011,155,183","968,849,242,984","16,986,591,725","369,441,386,649","Vida nrhj;Jf;fs;","17,060,546,677","401,932,612,954"
