"","","","","","","","(&gh)",""
"Xfj;J> 2019","","","","","","","",""
"","","","","nrj;njk;gu;> 2019","Xfj;J> 2019","","","nrj;njk;gu;> 2019"
"","","","","","","","ntspehl;L  ehza  epjpay;yh  nrhj;Jf;fs;",""
"","","Vida nghWg;Gf;fs;","","","","","",""
"4,790","","gpw;Nghlg;gl;l  nfhilfs;","4,615","","172,922,928,466","172,922,928,466
jq;fk;","168,591,372,668","168,591,372,668"
"10,597,865,065","","Xa;t{jpak; kw;Wk; Vida njhopYf;Fg;","10,590,657,054","","","","",""
"","","gpd;duhd Copau; ed;ikj; jpl;lq;fs;","","","","","",""
"148,897,958","10,746,767,813","gy;tifg; nghWg;Gf;fs; kw;Wk; ml;LWf;fs;","143,663,768","10,734,325,437","","","",""
"","","","","","","epjpay;yhr;  nrhj;Jf;fs;","",""
"","","gq;Fupik %yjdk;","","","5,838,380,125","ifapUg;G","5,939,105,933",""
"","","","","","1,527,910,331","Vida fpilf;fj;jf;fitAk; kw;Wk;","1,467,927,457",""
"50,000,000,000","","%yjd epjpaq;fs;","50,000,000,000","","","Kw;nfhLg;gdTfs;","",""
"250,198,386,845","300,198,386,845","xJf;fq;fs;","249,222,755,000","299,222,755,000","16,846,107,554","Mjdk;> nghwpfs; kw;Wk; fUtpfs;","16,846,907,181",""
"","","","","","42,086,884","24,254,484,894 mUtr; nrhj;Jf;fs;","41,462,668","24,295,403,239"
"","2,088,291,522,740","","","1,969,804,118,575","","2,088,291,522,740","","1,969,804,118,575"
"16,394,208,721","","mur ntspehl;Lf; fld;fs;","15,062,885,568","","16,394,208,721","mur ntspehl;Lf; fld;fs;","15,062,885,568",""
"","","kw;Wk; cj;juthjq;fs;","","","","kw;Wk; cj;juthjq;fs;","",""
