"","","kfhtyp  tyaq;fis  mz;bAs;s  fhy;tha;fspd;  mfopfs;  kw;Wk;","",""
"","","FbapUg;Gfs;  nghJ  cl;fl;likg;G  trjpfs;  mgptpUj;jp","",""
"","",",uh[hq;f  mikr;R","",""
"","","2,698,755,000
kPz;LtUk; nrytpdk;","",""
"","","844,175,000
%yjdr;  nrytpdk;","",""
"mikT  tUkhW  :—","","","",""
"jiyg;G","428","kfhtyp  tyaq;fis  mz;bAs;s  fhy;tha;fspd;  mfopfs;  kw;Wk;","",""
"","","FbapUg;Gfs;  nghJ  cl;fl;likg;G  trjpfs;  mgptpUj;jp","",""
"","",",uh[hq;f  mikr;rh;","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","88,755,000","2,390,000"
"","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","2,610,000,000","841,785,000"
"","","fpuhkpa  tay;  epyq;fs;  kw;Wk;  mz;bAs;s  Fsq;fs;>  ePh;j;Njf;fq;fs;","",""
"","","kw;Wk;  ePh;g;ghrd  mgptpUj;jp  ,uh[hq;f  mikr;R","",""
"","","35,150,000
kPz;LtUk; nrytpdk;","",""
"","","81,750,000
%yjdr;  nrytpdk;","",""
"mikT  tUkhW  :—","","","",""
"jiyg;G","429","fpuhkpa  tay;  epyq;fs;  kw;Wk;  mz;bAs;s  Fsq;fs;>  ePh;j;Njf;fq;fs;","",""
"","","kw;Wk;  ePh;g;ghrd  mgptpUj;jp  ,uh[hq;f  mikr;rh;","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","35,150,000","2,100,000"
"","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","-","79,650,000"
