"102","fy;tp  ntspaPl;Lj;","21301","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","Kw;gzk;","15,000,000","—
          5,200,000
        46,000,000",""
"103","fy;tp  ntspaPl;Lj;","21302","ntspaPLfis  mr;rpLjy;","","",""
"","jpizf;fsk;","","kw;Wk;  tpw;gid","4,600,000,000","4,650,000,000      12,000,000,000      1,600,000,000",""
"104","njhopy;El;gf;  fy;tp  kw;Wk;","21501","mur  mYtyh;fSf;fhd","","",""
"","gapw;rpj;  jpizf;fsk;","","Kw;gzk;","36,000,000","—
        24,300,000
      200,000,000",""
"105","r%f  Nritfs;  jpizf;fsk;","21601","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","18,800,000","—
          13,400,000
        90,000,000",""
"106","ed;dlj;ij  kw;Wk;  rpWth;","21701","mur  mYtyh;fSf;fhd","","",""
"","guhkhpg;G  Nritfs;","","Kw;gzk;","15,500,000","—
        8,200,000
      80,000,000",""
"","jpizf;fsk;","","","","",""
"107","tpisahl;Lj;Jiw","21901","mur  mYtyh;fSf;fhd","","",""
"","mgptpUj;jpj;  jpizf;fsk;
;","","Kw;gzk;","13,000,000","—
          6,800,000
        50,000,000",""
"108","MAh;Ntj  jpizf;fsk;","22001","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","41,000,000","—
          22,100,000
190,000,000",""
"109","njhopy;  jpizf;fsk;","22101","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","51,700,000","—
50,000,000           280,000,000","xJf;fPl;Lr; rl;lk;"
"110",",yq;ifj;  jiug;gil","22201","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","1,340,000,000","—
          800,000,000       5,965,000,000",""
"111",",yq;if  flw;gil","22301","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","230,000,000","—
        81,000,000
      900,000,000",""
"112",",yq;iff;  flw;gil","22302","fsQ;rparhiyfs;  Kw;gzf;","","",""
"","","","fzf;F  (ntbnghUl;fs;)","600,000,000","—
        620,000,000
      200,000,000",""
"113",",yq;if  thd;gil","22401","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","196,000,000","—
        105,000,000       1,000,000,000",""
"114","nghyp];  jpizf;fsk;","22501","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","342,000,000","—
        292,000,000       2,300,000,000",""
"115","FbtuT  Fbafy;Tj;","22601","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","Kw;gzk;","32,500,000","—
        27,600,000
      180,000,000",""
"116","Ml;fisg;  gjpT  nra;tjw;fhd","22701","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","Kw;gzk;","33,500,000","—
        21,700,000
      200,000,000",""
