"46","JiwKfq;fs;  kw;Wk;","17601","mur  mYtyh;fSf;fhd","","","",""
"","fg;gw;Wiw  mikr;rh;","","Kw;gzk;","7,100,000","2,000,000","18,000,000","—"
"47","njhopy;  mikr;rh;","19301","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","10,400,000","3,000,000","52,000,000","—"
"48",",isQh;  kw;Wk;","19401","mur  mYtyh;fSf;fhd","","","",""
"","tpisahl;Lj;Jiw  mikr;rh;","","Kw;gzk;","70,100,000","21,500,000","262,000,000","—"
"49","ePh;g;ghrd  mikr;ru;","19801","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","14,000,000","4,400,000","40,000,000","—"
"50","Njrpa  kuGhpikfs;>","40101","mur  mYtyh;fSf;fhd","","","",""
"","mUq;fiyfs; 
kw;Wk;","","Kw;gzk;","4,700,000","1,200,000","125,000,000","—"
"","fpuhkpa  Nkk;ghl;L  ,uh[hq;f","","","","","",""
"","mikr;rh;","","","","","",""
"51","fpuhkpa  kw;Wk;  ghlrhiy","40201","mur  mYtyh;fSf;fhd","","","",""
"","tpisahl;L  cl;fl;likg;G","","Kw;gzk;","6,200,000","1,500,000","98,000,000","—"
"","trjpfs;  Nkk;ghl;L  ,uh[hq;f","","","","","",""
"","mikr;rh;","","","","","",""
"52","kfsph; kw;Wk; rpWth; mgptpUj;jp>","40301","mur  mYtyh;fSf;fhd","","","",""
"","Kd;gs;sp  kw;Wk;  Muk;gf;","","Kw;gzk;","89,600,000","","28,000,000        2,580,000,000","—"
"","fy;tp> 
ghlrhiyfs;","","","","","",""
