"","171","District  Secretariat,  Kurunagala","27201 Advances  to  Public  Officers     85,000,000       84,000,000   350,000,000","—"
"","172","District  Secretariat,  Puttalam","27301 Advances  to  Public  Officers     50,000,000       50,000,000   220,000,000","—"
"","173","","District  Secretariat,  Anuradhapura 27401 Advances  to  Public  Officers     65,000,000     62,000,000   280,000,000","—"
"","174","District  Secretariat,  Polonnaruwa","27501 Advances  to  Public  Officers     30,000,000       25,000,000   120,000,000","—"
"5","175","District  Secretariat,  Badulla","27601 Advances  to  Public  Officers     60,000,000     46,000,000   220,000,000","—"
"","176","District  Secretariat,  Monaragala","27701 Advances  to  Public  Officers     35,000,000     30,000,000   140,000,000","—"
"","177","District  Secretariat,  Ratnapura","27801 Advances  to  Public  Officers     60,000,000     47,000,000   285,000,000","—"
"","178","District  Secretariat,  Kegalle","27901 Advances  to  Public  Officers     50,000,000     46,000,000   200,000,000","—"
"","179","Departament  of  Project","",""
"10","","Management  and  Supervision","28001 Advances  to  Public  Officers
4,000,000
    3,000,000     20,000,000","—"
"","180","Department  of  Agrarian","",""
"","","Development","28101 Advances  to  Public  Officers  350,000,000    280,000,000  500,000,000","—"
"","181","Department  of  Irrigation","28201 Advances  to  Public  Officers 230,000,000 165,000,000 800,000,000","—"
"","182","Department  of  Forest","",""
"15","","Conservation","28301 Advances  to  Public  Officers
  60,000,000
  45,000,000 316,000,000","—"
"","183","Department  of  Wildlife","",""
"","","Conservation","28401 Advances  to  Public  Officers
50,000,000
45,000,000 270,000,000","—"
"","184","Department  of  Agriculture","250,000,000
200,000,000
1,000,000,000
28501 Advances  to  Public  Officers","—"
"","185","Department  of  Agriculture","28502 Maintenance  of  Agricultural",""
"20","","","Farms  and  Seed  Sales
            660,000,000   660,000,000
  70,000,000","—"
"","186","Department  of  Land  Commissioner","",""
"","","General","28601 Advances  to  Public  Officers
  20,000,000     14,000,000
  90,000,000","—"
"","187","Department  of  Land  Title","",""
"","","Settlement","28701 Advances  to  Public  Officers     15,000,000     15,000,000     70,000,000","—"
"25","188","Department  of  Surveyor  General","",""
"","","of  Sri  Lanka","28801 Advances  to  Public  Officers    130,000,000    130,000,000  420,000,000","—"
