"","","","","of the","Accounts  of","of  the
of the",""
"","","","","Government","Activities  of the","Government","Government"
"","","","","","Government","",""
"","","","","Rs.","Rs.","Rs.
Rs.",""
"","213","Department  of  National  Physical","","","","",""
"","","Planning","31101 Advances  to  Public  Officers","12,000,000","6,400,000","50,000,000","—"
"","214","Department  of  Civil  Security","","32001 Advances  to  Public  Officers  600,000,000   480,000,000 900,000,000","","","—"
"","215","Department  of  National  Botanical","","","","",""
"5","","Gardens","32201 Advances  to  Public  Officers","","26,000,000     22,200,000   110,000,000","","—"
"","216","Department  of  Legal  Affairs","32301 Advances  to  Public  Officers","1,000,000","400,000","4,000,000","—"
"","217","Department  of  Management","","","","",""
"","","Audit","32401 Advances  to  Public  Officers","3,500,000","2,500,000","20,000,000","—"
"","218","Department  of  Community  Based","","","","",""
"10","","Corrections","32601 Advances  to  Public  Officers","20,000,000","8,400,000","60,000,000","—"
"","219","Department  of  Land  Use  Policy","","","","",""
"","","Planning","32701 Advances  to  Public  Officers","","18,000,000     14,000,000     80,000,000","","—"
"","220","Department  of  Manpower  and","","","","",""
"","","Employment","","32801 Advances  to  Public  Officers     30,000,000     14,000,000   100,000,000","","","—"
"15","221","Department  of  Information","","","","",""
"","","Technology  Management","32901 Advances  to  Public  Officers","3,000,000","1,600,000","12,000,000","—"
"","222","Department  of  Samurdhi","","","","",""
"","","Development","","33101 Advances  to  Public  Officers    400,000,000    280,000,000  800,000,000","","","—"
