"","","","I","II","III","IV","V",""
"wkql%ñl wud;HdxYh$fomd¾;fïka;=j","","úIh","wdKavqfõ","wdKavqfõ","wdKavqfõ","wdKavqfõ","wdKavqfõ",""
"wxlh","","wxlh","lghq;=","lghq;=","lghq;=","","lghq;=j, lghq;=j,",""
"","","","","i|yd","m
s
<
s
n|","yr","nerlï",""
"","","","","úhofuys",".
s
K
q","ïj,g fYaIhkaf.a","m
s
<
s
n|",""
"","","","","","Wmßu iSud ner l< hq;= Wmßu iSud Wmßu iSud","","",""
"","","","","",",eîïj,","","",""
"","","","","","wju iSud","","",""
"","","","","re'","re'","re'","re'",""
"196","iud.ï  frðiag%d¾  fomd¾;fïka;=j","29701","rcfha  ks,Odßkag  w;a;sldrï","7""000""000","5""000""000","35""000""000","-",""
"197","ñkqï tall"" m%ñ;s iy fiajd","","","","","","",""
"","fomd¾;fïka;=j","29801","rcfha  ks,Odßkag  w;a;sldrï","6""000""000","4""000""000","30""000""000","-",""
"198","Y%
S ,xld cd;sl nqoaêuh foam<","","","","","","",""
"","ld¾hd,h","29901","rcfha  ks,Odßkag  w;a;sldrï","5""000""000","3""000""000","17""000""000","-","2021  wxl  30  ork  úi¾ck  mk;"
"199","wdydr  flduidßia  fomd¾;fïka;=j","30001","rcfha  ks,Odßkag  w;a;sldrï","5""000""000","3""000""000","30""000""000","-",""
"200","iuQmldr  ixj¾Ok  fomd¾;fïka;=j","","","","","","",""
"","^iuQmldr  iñ;s  frðiag%d¾&","30101","rcfha  ks,Odßkag  w;a;sldrï","5""000""000","3""000""000","30""000""000","-",""
"201","iuQmldr  fiajl  fldñIka  iNdj","30201","rcfha  ks,Odßkag  w;a;sldrï","2""000""000","600""000","7""000""000","-",""
"202","fmaI  l¾udka;  fomd¾;fïka;=j","30301","rcfha  ks,Odßkag  w;a;sldrï","5""000""000","3""000""000","25""000""000","-",""
"203","ld,.=K  úoHd  fomd¾;fïka;=j","30401","rcfha  ks,Odßkag  w;a;sldrï","10""000""000","8""600""000","55""000""000","-",""
"204","Y%
S  ,xld  ÿïßh  fomd¾;fïka;=j","30601","rcfha  ks,Odßkag  w;a;sldrï","500""000""000","450""000""000","1""500""000""000","-",""
