"","","","","","",",eîïj,","",""
"","","","","","","wju iSud","",""
"","","","","","re'","re'","re'","re'"
"150","ckf,aLk  yd  ixLHdf,aLk","","","","","","",""
"","fomd¾;fïka;=j","","25201","rcfha  ks,Odßkag  w;a;sldrï","40""000""000","32""000""000","150""000""000","-"
"151","úY%du  jegqma  fomd¾;fïka;=j","","25301","rcfha  ks,Odßkag  w;a;sldrï","42""000""000","40""000""000","200""000""000","-"
"152","","frðiag%d¾  ckrd,a  fomd¾;fïka;=j","25401","rcfha  ks,Odßkag  w;a;sldrï","80""000""000","62""000""000","290""000""000","-"
"153","Èia;%","sla f,alï ld¾hd,h - fld<U","25501","rcfha  ks,Odßkag  w;a;sldrï","60""000""000","50""000""000","250""000""000","-"
"154","Èia;%","sla f,alï ld¾hd,h - .ïmy","25601","rcfha  ks,Odßkag  w;a;sldrï","80""000""000","80""000""000","380""000""000","-"
"155","Èia;%","sla f,alï ld¾hd,h - l¿;r","25701","rcfha  ks,Odßkag  w;a;sldrï","80""000""000","62""000""000","350""000""000","-"
"156","Èia;%","sla f,alï ld¾hd,h - uykqjr","25801","rcfha  ks,Odßkag  w;a;sldrï","70""000""000","61""000""000","250""000""000","-"
"157","Èia;%","sla f,alï ld¾hd,h - ud;f,a","25901","rcfha  ks,Odßkag  w;a;sldrï","53""000""000","45""000""000","220""000""000","-"
"158","Èia;%","sla  f,alï  ld¾hd,h  -  kqjrt<sh 26001","","rcfha  ks,Odßkag  w;a;sldrï","40""000""000","35""000""000","120""000""000","-"
"159","Èia;%","sla f,alï ld¾hd,h - .d,a,","26101","rcfha  ks,Odßkag  w;a;sldrï      80""000""000","","65""000""000","300""000""000","-"
"160","Èia;%","sla f,alï ld¾hd,h - ud;r","26201","rcfha  ks,Odßkag  w;a;sldrï","80""000""000","60""000""000","275""000""000","-"
