"","","","","SECOND  SCHEDULE  —  ESTIMATE —2007","III","IV","V"
"SRL","Ministry  /  Department","Item","Activities  of  the  Government","Maximum","Minimum","Maximum","Maximum"
"No.","","No.","","Limits  of","Limits  of","Limits  of","Limits  of"
"","","","","Limits  of  Advance  Account  Activities —2007","","",""
"","","","","Expenditure","Receipts","Debit  Balances","Liabilities"
"","","","","of  activities","of  activities","of  activities","of  activities"
"","","","I","II","III","IV","V"
"","","","","of  the","of  the","of  the","of  the"
"SRL","Ministry/Department","Item","Activities  of  the  Government","Maximum","Minimum","Maximum","Maximum"
"","","","","Government","Government","Government","Government"
"No.","","No.","","Limits  of","Limits  of","Limits  of","Limits  of"
"","","","","Expenditure","Receipts","Debit  Balances","Liabilities"
"","","","","of  activities","of  activities","of  activities","of  activities"
"","","","","of  the","of  the","of  the","of  the"
"","","","","Government","Government","Government","Government"
"","","","","Rs.","Rs.","Rs.","Rs."
"1","His  Excellency  the  President","00101","Advances  to  Public  Officers","18,000,000","7,740,000","75,000,000","—"
"2","Office  of  the  Prime  Minister","00201","Advances  to  Public  Officers","6,000,000","1,920,000","25,000,000","—"
"3","Judges  of  the  Supreme  Court","00301","Advances  to  Public  Officers","1,000,000","1,200,000","12,000,000","—"
"4","Office  of  the  Cabinet  of","00401","Advances  to  Public  Officers","2,500,000","1,560,000","16,000,000","—"
"","Ministers","","","","","",""
"5","Parliament","00501","Advances  to  Public  Officers","22,000,000","16,800,000","200,000,000","—"
"6","Office  of  the  Leader  of  the","00601","Advances  to  Public  Officers","1,000,000","780,000","10,000,000","—"
"","House  of  Parliament","","","","","",""
"7","Office  of  the  Chief    Govt.","00701","Advances  to  Public  Officers","1,000,000","420,000","10,000,000","—"
"","Whip  of    Parliament","","","","","",""
"8","Office  of  the  Leader  of  the","00801","Advances  to  Public  Officers","1,000,000","780,000","10,000,000","—"
"","Opposition  of  Parliament","","","","","",""
"9","Office  of  Former","00901","Advances  to  Public  Officers","600,000","96,000","6,000,000","—"
"","President  (Hon.  D.  B.Wijetunga)","","","","","",""
"1 0","Office  of  Former","01001","Advances  to  Public  Officers","2,000,000","500,000","5,000,000","—"
"","","President(Hon.  C.B.  Kumaratunge)","","","","",""
