"118","மாவட்டச் சசயலகம் /","26901","அரச அலுவலர்களுக்கான","75,000,000","65,000,000","250,000,000","-"
"","கச்சசாி - மட்டக்களபபு","","முற்பணம்","","","",""
"119","மாவட்டச் சசயலகம் /","27001","அரச அலுவலர்களுக்கான","160,000,000","80,000,000","350,000,000","-"
"","அம்்பாவற","","முற்பணம்","","","",""
"120","மாவட்டச் சசயலகம் /","27101","அரச அலுவலர்களுக்கான","70,000,000","35,000,000","190,000,000","-"
"","கச்சசாி -திருசகாணமவல","","முற்பணம்","","","",""
"121","மாவட்டச் சசயலகம்,","27201","அரச அலுவலர்களுக்கான","230,000,000","170,000,000","600,000,000","-"
"","குருநாகல","","முற்பணம்","","","",""
"122","மாவட்டச் சசயலகம்,","27301","அரச அலுவலர்களுக்கான","75,000,000","75,000,000","300,000,000","-"
"","புததளம்","","முற்பணம்","","","",""
"123","மாவட்டச் சசயலகம்,","27401","அரச அலுவலர்களுக்கான","115,000,000","100,000,000","400,000,000","-"
"","அனுராதபுரம்","","முற்பணம்","","","",""
"124","மாவட்டச் சசயலகம்,","27501","அரச அலுவலர்களுக்கான","43,000,000","42,000,000","170,000,000","-"
"","ச்பாலநறுவவ","","முற்பணம்","","","",""
"125","மாவட்டச் சசயலகம்,","27601","அரச அலுவலர்களுக்கான","120,000,000","78,000,000","460,000,000","-"
"","்பதுவள","","முற்பணம்","","","",""
"126","மாவட்டச் சசயலகம்,","27701","அரச அலுவலர்களுக்கான","90,000,000","55,000,000","300,000,000","-"
"","சமானராகவல","","முற்பணம்","","","",""
"127","மாவட்டச் சசயலகம்,","27801","அரச அலுவலர்களுக்கான","120,000,000","85,000,000","300,000,000","-"
"","இரததினபுாி","","முற்பணம்","","","",""
"128","மாவட்டச் சசயலகம்,","27901","அரச அலுவலர்களுக்கான","95,000,000","95,000,000","300,000,000","-"
"","சககாவல","","முற்பணம்","","","",""
"129","கருததிட்ட முகாவமததுவ","28001","அரச அலுவலர்களுக்கான","5,000,000","5,000,000","20,000,000","-"
"","மறறும் கண்காணிபபுத","","முற்பணம்","","","",""
"","திவணக்களம்","","","","","",""
"130","கமநல அ்பிவிருததித","28101","அரச அலுவலர்களுக்கான","350,000,000","200,000,000","680,000,000","-"
"","திவணக்களம்","","முற்பணம்","","","",""
"131","நீர்ப்பாசன திவணக்களம்","28201","அரச அலுவலர்களுக்கான","260,000,000","185,000,000","850,000,000","-"
"","","","முற்பணம்","","","",""
"132","வனவளத திவணக்களம்","28301","அரச அலுவலர்களுக்கான","80,000,000","68,000,000","300,000,000","-"
"","","","முற்பணம்","","","",""
"133","வனசீவராசிகள்","28401","அரச அலுவலர்களுக்கான","150,000,000","65,000,000","450,000,000","-"
"","்பாதுகாபபுத","","முற்பணம்","","","",""
"","திவணக்களம்","","","","","",""
"134","கமதசதாழில","28501","அரச அலுவலர்களுக்கான","325,000,000","220,000,000","1,100,000,000","-"
"","திவணக்களம்","","முற்பணம்","","","",""
"135","கமதசதாழில","28502","விவசாயப ்பண்வண","1,250,000,000","1,250,000,000","130,000,000","-"
"","திவணக்களம்","","்பராமாிபபு, விவதகள்","","","",""
"","","","விற்பவன","","","",""
