"","2025 අංක 12 දරන සමාග(cid:572) (සංෙශ(cid:676)ධන) පනත","","","29"
"91","හතරවන","“සංස්ථා(cid:536)ත","“සංස්ථා(cid:536)ත",""
"","උපෙ(cid:610)ඛනය","ම(cid:412)ඩලයට පා(cid:611)ත","ම(cid:412)ඩලයට පා(cid:611)ත",""
"","II වන ෙක(cid:675)ටස","සමාග(cid:572) ඇ(cid:431)”","සමාග(cid:572) ඇ(cid:431)”",""
"","22(2)(ආ)","","",""
"92","පස්වන","“(cid:602)ස්(cid:619)ෙ(cid:572)”","“(cid:602)ස්(cid:619)ෙ(cid:572)”",""
"","උපෙ(cid:610)ඛනය","","",""
"","(අ)","","",""
"93","පස්වන","“වා(cid:601)තාෙ(cid:617) (cid:462)නෙ(cid:591)","“වා(cid:601)තාෙ(cid:617)",""
"","උපෙ(cid:610)ඛනය","(cid:463) (cid:646)(cid:377)න ෙක(cid:675)ටස්","(cid:462)නෙ(cid:591) (cid:463) (cid:646)(cid:377)න",""
"","(ආ)","(cid:655)(cid:573)ය(cid:486)”","ෙක(cid:675)ටස් (cid:655)(cid:573)ය(cid:486)”",""
