"","","III ෙක!ටස - (cid:1) ලංකා (cid:7)ජාතා(cid:10)(cid:11)ක සමාජවා(cid:15) ජනරජෙ(cid:19) අ% &ෙශෂ ගැස(cid:22) ප(cid:24)ය - 2019.12.19","","","","","5 A"
"","PART  III – GAZETTE EXTRA ORDINARY OF THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA – 19.12.2019","","","","","",""
"","","","SCHEDULE","","","",""
"Divisional","Village","Cadastral","Parcel No.","Extent of Land","Certificate","Office of",""
"Secretary’s","","Map No.","","","of Title No.","Registration",""
"Division","","","","","","",""
"","","","","(Hectare)","","",""
"Meerigama","Alhena","510225","Block 02","0.01443","2524573","Negambo",""
"","","","Parcel No. 134","","","",""
"N.B.-","Letters claiming a right to intestate property should mention the Cadastral Map number, parcel number and the   entitlement","","","","","",""
"","of  the  claimant  to  claim  such  property.  The  top  left-hand  corner  of  the  envelope  should  bear  the  phrase  “Application  for","","","","","",""
"","Intestate Property.”","","","","","",""
"0
1 - 160/ 6","","","","","","",""
"","","NOTICE CALLING FOR CLAIMS TO PROPERTY OF INTESTATE","","","","",""
"","","","REGISTRATION OF TITLE ACT NO. OF 1998","","","",""
"","","","(SECTION 55)","","","",""
"","Reference the intestate property of late Mr. Balasooriya Lekamalage Don Alwis who resided in the village of Raddalgoda, in the Divi-","","","","","",""
"","sional Secretary’s Division of Meerigama in the District of Gampaha.","","","","","",""
"I","t is hereby notified that any person/s who have a claim to or interest in the intestate property of the late Mr. Balasooriya Lekamalage","","","","","",""
"","Don Alwis   described in the Schedule hereto should submit his/their claim to the undersigned in writing before 20th January 2020","","","","","",""
"","stating his/their right or interest to such intestate property. In case of failure to do so, exparte action will be taken to register title under","","","","","",""
"","Section  55 (2) and (3) of the Registration of Title Act. No. 21 of 1998.","","","","","",""
"","","","","","","P.M.H. PRIYADARSHANI,",""
"","","","","","Commissioner General  of Title Settlement","",""
"Land Title Settlement Department,","","","","","","",""
"No. 1200/6, “Mihikatha Medura”,","","","","","","",""
"Rajamalwatta Road,","","","","","","",""
"Battaramulla.","","","","","","",""
"06th December, 2019","","","","","","",""
"","","","SCHEDULE","","","",""
"Divisional","Village","Cadastral","Parcel No.","Extent of Land","Certificate","Office of",""
"Secretary’s","","Map No.","","","of Title No.","Registration",""
"Division","","","","","","",""
"","","","","(Hectare)","","",""
"Meerigama","Raddaloda","510228","Block 01","0.0086","2524049","Negambo",""
"","","","Parcel No. 254","","","",""
"Meerigama","Raddaloda","510228","Block 01","0.1182","2524048","Negambo",""
"","","","Parcel No. 290","","","",""
"N.B.-","Letters claiming a right to intestate property should mention the Cadastral Map number, parcel number and the   entitlement","","","","","",""
"","of  the  claimant  to  claim  such  property.  The  top  left-hand  corner  of  the  envelope  should  bear  the  phrase  “Application  for","","","","","",""
"","Intestate Property.”","","","","","",""
"0
1 - 160/ 7","","","","","","",""
