"","172","fhzpg; gad;ghl;Lf; nfhs;ifj;","32701","mur  mYtyh;fSf;fhd","18,000,000","14,000,000","80,000,000","—",""
"","","jpl;lkply;
jpizf;fsk;","","Kw;gzk;","","","","",""
"","173","kdpjtY  kw;Wk;  Ntiy","32801","mur  mYtyh;fSf;fhd","30,000,000","14,000,000","100,000,000","—",""
"","","tha;g;Gj;  jpizf;fsk;","","Kw;gzk;","","","","",""
"","174","jfty;  njhopy;El;g","32901","mur  mYtyh;fSf;fhd","3,000,000","1,600,000","12,000,000","—",""
"5","","","","","","","","",""
"","","Kfhikj;Jtj; jpizf;fsk;","","Kw;gzk;","","","","",""
"","175","rKh;j;jp mgptpUj;jpj;","33101","mur  mYtyh;fSf;fhd","400,000,000","280,000,000","800,000,000","—",""
"","","jpizf;fsk;","","Kw;gzk;","","","","",""
"","176","Njrpa  rKjha","33201","mur  mYtyh;fSf;fhd","11,000,000","5,000,000","30,000,000","—",""
"","","ePh; toq;fy;
jpizf;fsk;","","Kw;gzk;","","","","",""
"10","","","","","","","","",""
"","177","nfhk;Nuhyh;  ehafk;","33301","mur  mYtyh;fSf;fhd","2,000,000","1,400,000","10,000,000","—",""
"","","mYtyfk;","","Kw;gzk;","","","","",""
"","178","gy;nraw;ghl;L  mgptpUj;jpr;","33401","mur  mYtyh;fSf;fhd","40,000,000","16,000,000","50,000,000","—",""
"","","nrayzp  jpizf;fsk;","","Kw;gzk;","","","","",""
"","","","","","1,500,000","500,000","7,500,000","—",""
"15","179","Njrpa  fy;tp  Mizf;FO","33501","mur  mYtyh;fSf;fhd","","","","",""
"","","","","Kw;gzk;","","","","",""
"","180","tzpff;  fg;gw;Wiwr;","33601","mur  mYtyh;fSf;fhd","2,000,000","1,000,000","7,500,000","—",""
"","","nrayfk;","","Kw;gzk;","","","","",""
"","","nkhj;jk;","","","29,109,500,000","23,109,500,000","66,922,200,000","3,146,000,000.","""""."
