"jiyg;G","","","k
z
LtUk;","%yjdr;","","32"
",y.","","","nrytpdk;","nrytpdk;","",""
"","","","&gh","&gh","",""
"","","efu  mgptpUj;jp  kw;Wk;  tPlikg;G  mikr;R","","","",""
"","","530,341,000
kPz;LtUk; nrytpdk;","","","",""
"","","22,990,858,000
%yjdr;  nrytpdk;","","","",""
"mikT  tUkhW  :—","","","","","",""
"jiyg;G","123","efu mgptpUj;jp kw;Wk; tPlikg;G mikr;rh;","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","343,446,000","7,350,000","",""
"","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","-","22,771,808,000","",""
"jiyg;G","311","Njrpa  ngsjPfj;  jpl;lkply;  jpizf;fsk;","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","186,895,000","211,700,000","xJf;fPl;Lr; rl;lk;","2020 Mk; Mz;bd; 7 Mk; ,yf;f>"
"","","efu  mgptpUj;jp>  fiuNahu  ghJfhg;G>  fopTg;  nghUs;  mfw;Wif","","","",""
"","","kw;Wk;  rKjha  J}a;ikg;gLj;jy;  ,uh[hq;f  mikr;R","","","",""
"","","976,945,000
kPz;LtUk; nrytpdk;","","","",""
"","","12,787,500,000
%yjdr;  nrytpdk;","","","",""
"mikT  tUkhW  :—","","","","","",""
"jiyg;G","411","efu  mgptpUj;jp>  fiuNahu  ghJfhg;G>  fopTg;  nghUs;  mfw;Wif","","","",""
"","","kw;Wk;  rKjha  J}a;ikg;gLj;jy;  ,uh[hq;f  mikr;rh;","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","328,350,000","8,400,000","",""
"","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","330,000,000","11,957,000,000","",""
"jiyg;G","291","fiuNahuk;  Ngzy;  kw;Wk;  fiuNahu  %yts  Kfhikj;Jtj;  jpizf;fsk;","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","318,595,000","822,100,000","",""
