"104","fy;tp  ntspaPl;Lj;","21301","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","Kw;gzk;","18,000,000","—
          7,800,000
        14,000,000",""
"105","fy;tp  ntspaPl;Lj;","21302","ntspaPLfis  mr;rpLjy;","","",""
"","jpizf;fsk;","","kw;Wk;  tpw;gid","4,600,000,000","4,650,000,000      12,000,000,000      1,600,000,000",""
"106","njhopy;El;gf;  fy;tp  kw;Wk;","21501","mur  mYtyh;fSf;fhd","","",""
"","gapw;rpj;  jpizf;fsk;","","Kw;gzk;","55,000,000","—
        51,500,000
      200,000,000",""
"107","r%f  Nritfs;  jpizf;fsk;","21601","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","23,000,000","—
          20,000,000
        90,000,000",""
"108","ed;dlj;ij  kw;Wk;  rpWth;","21701","mur  mYtyh;fSf;fhd","","",""
"","guhkhpg;G  Nritfs;","","Kw;gzk;","15,000,000","—
        11,800,000
      80,000,000",""
"","jpizf;fsk;","","","","",""
"109","tpisahl;Lj;Jiw","21901","mur  mYtyh;fSf;fhd","","",""
"","mgptpUj;jpj;  jpizf;fsk;
;","","Kw;gzk;","16,000,000","—
          8,500,000
        50,000,000",""
"110","MAh;Ntj  jpizf;fsk;","22001","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","55,000,000","—
          41,900,000
190,000,000",""
"111","njhopy;  jpizf;fsk;","22101","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","78,000,000","—
70,000,000           280,000,000","xJf;fPl;Lr; rl;lk;"
"112",",yq;ifj;  jiug;gil","22201","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","3,165,100,000","—
          2,690,000,000       5,965,000,000",""
"113",",yq;if  flw;gil","22301","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","650,000,000","—
        447,000,000
      900,000,000",""
"114",",yq;iff;  flw;gil","22302","fsQ;rparhiyfs;  Kw;gzf;","","",""
"","","","fzf;F  (ntbnghUl;fs;)","570,000,000","—
        640,000,000
      200,000,000",""
"115",",yq;if  thd;gil","22401","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","400,000,000","—
        380,000,000       1,000,000,000",""
"116","nghyp];  jpizf;fsk;","22501","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","1,100,000,000","—
        1,060,000,000       2,300,000,000",""
"117","FbtuT  Fbafy;Tj;","22601","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","Kw;gzk;","41,000,000","—
        38,800,000
      160,000,000",""
"118","Ml;fisg;  gjpT  nra;tjw;fhd","22701","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","Kw;gzk;","48,000,000","—
        29,500,000
      150,000,000",""
