"","","","Ministry  of  Industry  and  Commerce","","",""
"","","","Recurrent","2,153,278,000","",""
"","","","Capital","6,927,600,000","",""
"","","Made  up  as  follows:-","","","",""
"5","Head","149","Minister  of  Industry  and  Commerce","","",""
"","","","Programme  01
Operational  Activities","","322,603,000","57,000,000"
"","","","Programme  02
Development  Activities","","1,254,825,000","6,663,100,000"
"","Head","295","Department  of  Commerce","","",""
"","","","Programme  01
Operational  Activities","","128,550,000","10,400,000"
"10","Head","297","Department  of  the  Registrar  of  Companies","","",""
"","","","Programme  01
Operational  Activities","","53,900,000","—"
"","Head","298","Department  of  Measurement  Units,  Standards  and  Services","","",""
"","","","Programme  01
Operational  Activities","","111,350,000","26,500,000"
"","Head","299","National  Intellectual  Property  Office  of  Sri  Lanka","","",""
"15","","","Programme  01
Operational  Activities","","30,350,000","—"
"","Head","300","Department  of  Food  Commissioner","","",""
"","","","Programme  01
Operational  Activities","","88,720,000","99,950,000"
"","Head","301","","Department  of  Co-operative  Development  (Registrar  of  Co-operative  Societies)","",""
"","","","Programme  01
Operational  Activities","","70,300,000","32,000,000"
