"","","","","","","","Wmßu iSud ner l< hq;= Wmßu iSud Wmßu iSud","",""
"","","","","","","",",eîïj,","",""
"","","","","","","","wju iSud","",""
"","","","","","","re'","re'","re'","re'"
"","112","ckf,aLk  yd  ixLHd  f,aLk","","","","","","",""
"","","fomd¾;fïka;=j","","25201","rcfha  ks,Odßkag  w;a;sldrï","50""000""000","35""000""000","210""000""000","-"
"","113","úY%du  jegqma  fomd¾;fïka;=j","","25301","rcfha  ks,Odßkag  w;a;sldrï","51""000""000","32""000""000","225""000""000","-"
"","114","","frðiag%d¾  ckrd,a  fomd¾;fïka;=j","25401","rcfha  ks,Odßkag  w;a;sldrï","85""000""000","60""000""000","290""000""000","-"
"5","115","Èia;%","sla f,alï ld¾hd,h - fld<U","25501","rcfha  ks,Odßkag  w;a;sldrï","67""000""000","43""000""000","242""000""000","-"
"","116","Èia;%","sla f,alï ld¾hd,h - .ïmy","25601","rcfha  ks,Odßkag  w;a;sldrï","105""000""000","70""000""000","330""000""000","-"
"","117","Èia;%","sla f,alï ld¾hd,h - l¿;r","25701","rcfha  ks,Odßkag  w;a;sldrï","95""000""000","64""000""000","400""000""000","-"
"","118","Èia;%","sla f,alï ld¾hd,h - uykqjr","25801","rcfha  ks,Odßkag  w;a;sldrï","78""000""000","65""000""000","255""000""000","-"
"","119","Èia;%","sla f,alï ld¾hd,h - ud;f,a","25901","rcfha  ks,Odßkag  w;a;sldrï","66""000""000","33""000""000","200""000""000","-"
"","120","Èia;%","sla  f,alï  ld¾hd,h  -  kqjrt<sh","26001","rcfha  ks,Odßkag  w;a;sldrï","40""000""000","26""000""000","110""000""000","-"
"10","","","","","","","","",""
"","121","Èia;%","sla f,alï ld¾hd,h - .d,a,","26101","rcfha  ks,Odßkag  w;a;sldrï      72""000""000","","64""000""000","251""000""000","-"
"","122","Èia;%","sla f,alï ld¾hd,h - ud;r","26201","rcfha  ks,Odßkag  w;a;sldrï","70""000""000","67""000""000","275""000""000","-"
