"","114","Department  of  National  Budget","24001 Advances  to  Public  Officers
11,000,000","5,000,000
35,000,000","—"
"","115","Deparatment  of  Public","","",""
"","","Enterprises","24101 Advances  to  Public  Officers
4,400,000","2,500,000
18,000,000","—"
"","116","Department  of  Management","","",""
"","","Services","24201 Advances  to  Public  Officers
6,500,000","2,700,000
20,000,000","—"
"5","","","","",""
"","117","Department  of  Development","","",""
"","","Finance","24301 Advances  to  Public  Officers
4,000,000","900,000
13,000,000","—"
"","118","Department  of  Trade  and","","",""
"","","Investment  Policy","24401 Advances  to  Public  Officers
4,000,000","1,500,000
12,000,000","—"
"10","119","Department  of  Public  Finance","24501 Advances  to  Public  Officers
4,500,000","1,850,000
18,500,000",""
"","120","Department    of  Inland  Revenue","24601 Advances  to  Public  Officers 110,000,000","90,000,000 415,000,000","—"
"","121","Sri  Lanka  Customs","24701 Advances  to  Public  Officers
60,000,000","46,000,000 350,000,000","—"
"","122","Sri  Lanka  Customs","24702 Expenses  in  Connection","",""
"","","","with  seized  and  forfeited","",""
"15","","","goods
              12,000,000","1,500,000
39,000,000","—"
"","123","Department  of  Excise","24801 Advances  to  Public  Officers
60,000,000","37,000,000 250,000,000","—"
"","124","Department  of  Treasury","","",""
"","","Operations","24901 Advances  to  Public  Officers
10,000,000","4,000,000
26,000,000","—"
"","125","Department  of  State  Accounts","25001 Advances  to  Public  Officers
5,500,000","1,750,000
15,000,000","—"
"20","126","Department  of  State  Accounts","25002 Advances  for  Payments","",""
"","","","on  behalf  of  other","",""
