"","Head","","Recurrent","Capital","28"
"","No.","","Expenditure","Expenditure",""
"","","","Rs.","Rs.",""
"","Co-operative  Employees  Commission
Head
302","","","",""
"","Programme  01
Operational  Activities","","16,230,000","1,700,000",""
"","Department  of  Textile  Industries
Head
303","","","",""
"","Programme  02
Development  Activities","","76,450,000","36,950,000",""
"5","Ministry  of  Petroleum  Resources  Development","","","",""
"","Recurrent","242,100,000","","",""
"","Capital","66,700,000","","",""
"","Made  up  as  follows:-","","","","Appropriation"
"","Minister  of  Petroleum  Resources  Development
Head
150","","","",""
"10","Programme  01
Operational  Activities","","148,100,000","13,700,000",""
"","Programme  02
Development  Activities","","94,000,000","53,000,000",""
"","Ministry  of  Fisheries  and  Aquatic  Resources  Development","","","",""
"","Recurrent","1,758,195,000","","",""
"","Capital","6,000,000,000","","",""
"15","Made  up  as  follows:-","","","",""
"","Minister  of  Fisheries  and  Aquatic  Resources  Development
Head
151","","","",""
"","Programme  01
Operational  Activities","","220,080,000","667,500,000",""
"","Programme  02
Development  Activities","","1,095,000,000","4,932,500,000",""
