"46","JiwKfq;fs;  kw;Wk;","17601","mur  mYtyh;fSf;fhd","","","",""
"","fg;gw;Wiw  mikr;rh;","","Kw;gzk;","10,000,000","5,000,000","37,000,000","—"
"47","njhopy;  mikr;rh;","19301","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","40,000,000","20,000,000","150,000,000","—"
"48
5",",isQh;  kw;Wk;","19401","mur  mYtyh;fSf;fhd","","","",""
"","tpisahl;Lj;Jiw  mikr;rh;","","Kw;gzk;","54,000,000","20,000,000","164,100,000","—"
"49","ePh;g;ghrd  mikr;ru;","19801","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","30,000,000","10,000,000","70,000,000","—"
"50","Njrpa  kuGhpikfs;>","40101","mur  mYtyh;fSf;fhd","","","",""
"","mUq;fiyfs; 
kw;Wk;","","Kw;gzk;","","","","—"
"10","","","","10,000,000","2,000,000","35,000,000",""
"","fpuhkpa  Nkk;ghl;L  ,uh[hq;f","","","","","",""
"","mikr;rh;","","","","","",""
"51","fpuhkpa  kw;Wk;  ghlrhiy","40201","mur  mYtyh;fSf;fhd","","","",""
"","tpisahl;L  cl;fl;likg;G","","Kw;gzk;","25,000,000","1,500,000","50,000,000","—"
"15","trjpfs;  Nkk;ghl;L  ,uh[hq;f","","","","","",""
"","mikr;rh;","","","","","",""
"52
20","kfsph; kw;Wk; rpWth; mgptpUj;jp>","40301","mur  mYtyh;fSf;fhd","","","",""
"","Kd;gs;sp  kw;Wk;  Muk;gf;","","Kw;gzk;","65,000,000","24,000,000","130,000,000","—"
"","fy;tp> 
ghlrhiyfs;","","","","","",""
