"","","$l;LwTr;  Nritfs;>  re;ijg;gLj;jy;  mgptpUj;jp  kw;Wk;  Efh;Nthh;","","",""
"","","ghJfhg;G  ,uh[hq;f  mikr;R","","",""
"","","kPz;LtUk; nrytpdk;","844,450,000","",""
"","","%yjdr;  nrytpdk;","143,000,000","",""
"5","mikT  tUkhW  :—","","","",""
"","jiyg;G
438","$l;LwTr;  Nritfs;>  re;ijg;gLj;jy;  mgptpUj;jp  kw;Wk;  Efh;Nthh;","","",""
"","","ghJfhg;G  ,uh[hq;f  mikr;rh;","","",""
"","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","136,150,000
12,300,000",""
"","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","595,000,000
27,000,000",""
"10","jiyg;G
301","$l;LwT  mgptpUj;jpj;  jpizf;fsk;  ($l;LwTr;  rq;fq;fspd;  gjpthsh;)","","",""
"","","epfo;r;rpj;
;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","90,900,000
102,000,000","xJf;fPL"
"","jiyg;G
302","$l;LwT  Copah;fs;  Mizf;FO","","",""
"","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","22,400,000
1,700,,000",""
"","","neLQ;rhiyfs;  mikr;R","","",""
"","","kPz;LtUk; nrytpdk;","185,415,000","",""
"15","","","","",""
"","","%yjdr;  nrytpdk;","329,999,590,000","",""
"","mikT  tUkhW  :—","","","",""
"","jiyg;G
117","neLQ;rhiyfs;  mikr;rh;","","",""
"","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","185,415,000                  10,647,000",""
"20","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","-
  329,988,943,000","27"
