"","jiyg;G","239","ntspehl;L  tsq;fs;  jpizf;fsk;","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","577,700,000","1,219,400,000"
"","jiyg;G","240","Njrpa  tuT  nryTj;  jpl;lj;  jpizf;fsk;","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","208,800,000","191,200,000"
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","30,000,000,000          20,000,000,000"
"5","","","","",""
"","jiyg;G","242","Kfhikj;Jtr;  Nritfs;  jpizf;fsk;","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","97,000,000                     4,200,000"
"","jiyg;G","243","mgptpUj;jp  epjpj;  jpizf;fsk;","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","10,939,650,000                     1,400,000"
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","-","9,642,890,000"
"10","","","","",""
"","jiyg;G","244","tu;j;jf  kw;Wk;  KjyPl;Lf;  nfhs;ifj;  jpizf;fsk;","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","65,220,000                     3,150,000"
"","jiyg;G","245","mur  epjpj;  jpizf;fsk;","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","79,400,000","10,800,000"
"","jiyg;G","246","cs;ehl;L  ,iwtupj;  jpizf;fsk;","",""
"15","","","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","4,643,190,000","1,711,800,000"
"","jiyg;G","247",",yq;if  Rq;fk;","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","4,066,300,000","526,100,000"
"","jiyg;G","248","kJ tupj; jpizf;fsk;","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","1,114,400,000","275,600,000"
"20","","","","",""
"","jiyg;G","249","jpiwNrup  nraw;ghLfs;  jpizf;fsk;","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","44,038,225,000","5,080,800,000"
