"Head","7","Judicial  Service  Commission","",""
"","","Programme  01
Operational  Activities","35,371,000","575,000"
"Head","8","National  Police  Commission","",""
"","","Programme  01
Operational  Activities","35,635,000","210,000"
"Head","9","Administrative  Appeals  Tribunal","",""
"","","Programme  01
Operational  Activities","17,075,000","915,000"
"Head","1 0","Commission  to  Investigate  Allegations  of  Bribery  or  Corruption","",""
"","","Programme  01
Operational  Activities","157,150,000","11,500,000"
"Head","1 1","Office  of    the  Finance  Commission","",""
"","","Programme  01
Operational  Activities","41,340,000","4,800,000"
"Head","1 2","National  Education  Commission","",""
"","","Programme  01
Operational  Activities","26,075,000","3,350,000"
"Head","1 3","Human  Rights  Commission  of  Sri  Lanka","",""
"","","Programme  01
Operational  Activities","149,950,000","5,900,000"
"Head","1 4","Department  of  Attorney  General","",""
"","","Programme  01
Operational  Activities","433,630,000","29,300,000"
"Head","1 5","Department  of  Legal  Draftsman","",""
"","","Programme  01
Operational  Activities","59,055,000","50,550,000"
"Head","1 6","Parliament","",""
"","","Programme  01
Operational  Activities","1,565,590,000","110,650,000"
"Head","1 7","Office  of  the  Leader  of  the  House  of  Parliament","",""
"","","Programme  01
Operational  Activities","24,725,000","1,300,000"
