"","","I","II","III","IV","V",""
"SRL","Ministries / Departments","Item
Activities of the Government","Maximum","Minimum","Maximum","Maximum",""
"No.","","No.","Limits of","Limits of","Limits of","Limits of",""
"","","","Expenditure","Receipts  to  be","Debit Balance","Liabilities",""
"","","","of Activities","credited  to  the","of Activities","of Activities",""
"","","","of the","Accounts  of","of  the","of the",""
"","","","Government","Activities  of the","Government","Government",""
"","","","","Government","","",""
"","","","Rs.","Rs.","Rs.","Rs.",""
"7 6","Minister  of  Telecommunication  18501 Advances  to  Public  Officers","","2,800,000","400,000","7,000,000","","—"
"","and  Information  Technology","","","","","",""
"7 7","Department  of  Buddhist","20101 Advances  to  Public  Officers","20,000,000","9,000,000","58,000,000","","—"
"","Affairs","","","","","",""
"7 8","Department  of  Muslim","20201 Advances  to  Public  Officers","2,500,000","900,000","12,000,000","","—"
"","Religious  and  Cultural","","","","","",""
"","Affairs","","","","","",""
"7 9","Department  of  Christian","20301 Advances  to  Public  Officers","1,500,000","500,000","6,000,000","","—"
"","Religious  Affairs","","","","","",""
"8 0","Department  of  Hindu","20401 Advances  to  Public  Officers","4,500,000","2,000,000","11,500,000","","—"
"","Religious  and  Cultural","","","","","",""
"","Affairs","","","","","",""
"8 1","Department    of  Public","20501 Advances  to  Public  Officers","3,000,000","1,300,000","11,000,000","","—"
"","Trustee","","","","","",""
"8 2","Department  of  Cultural","20601 Advances  to  Public  Officers","19,000,000","8,000,000","87,000,000","","—"
"","Affairs","","","","","",""
"8 3","Department  of  Archaeology","20701 Advances  to  Public  Officers","50,000,000","23,000,000","150,000,000","","—"
"8 4","Department  of  National","20801 Advances  to  Public  Officers","9,000,000","4,500,000","45,000,000","","—"
"","Museums","","","","","",""
"8 5","Department  of  National","20901 Advances  to  Public  Officers","6,500,000","2,700,000","26,000,000","","—"
"","Archives","","","","","",""
"8 6","Department  of  Information","21001 Advances  to  Public  Officers","8,000,000","5,000,000","46,000,000","","—"
