"Head","","","","Recurrent","Capital","30"
"No.","","","","Expenditure","Expenditure",""
"","","","","Rs.","Rs.",""
"Head","282","Department  of  Irrigation","","","",""
"","","Programme  01","Operational  Activities","372,350,000","41,625,000",""
"","","Programme  02","Development  Activities","1,063,900,000","5,924,030,000",""
"","","Ministry  of  Land  and  Land  Development","","","",""
"","","Recurrent","2,663,358,000","","",""
"","","Capital","2,759,400,000","","",""
"Made  up  as  follows  :—","","","","","",""
"Head","153","Minister  of  Land  and  Land  Development","","","",""
"","","Programme  01","Operational  Activities","140,628,000","14,500,000",""
"","","Programme  02","Development  Activities","—","2,500,000,000","Appropriation  Act, No. 23 of 2012"
"Head","286","Department  of  Land  Commissioner","","","",""
"","","Programme  02","Development  Activities","199,800,000","51,600,000",""
"Head","287","Department  of  Land  Settlement","","","",""
"","","Programme  02","Development  Activities","192,250,000","5,700,000",""
"Head","288","Department  of  Survey","","","",""
"","","Programme  01","Operational  Activities","159,220,000","59,400,000",""
"","","Programme  02","Development  Activities","1,786,590,000","77,900,000",""
"Head","327","Department  of  Land  Use  Policy  Planning","","","",""
"","","Programme  02","Development  Activities","184,870,000","50,300,000",""
"","","Ministry  of  Yourth  Affairs  and  Skills  Development","","","",""
"","","Recurrent","4,198,470,000","","",""
"","","Capital","4,275,000,000","","",""
