"41","kfsph;>  rpWth;  mYty;fs;","12001","mur  mYtyh;fSf;fhd","","",""
"","kw;Wk;  cyh;  tya  mgptpUj;jp","","Kw;gzk;","34,000,000","23,000,000
        105,000,000","—"
"","mikr;rh;","","","","",""
"42","fhzp  kw;Wk;  ghuhSkd;w","12201","mur  mYtyh;fSf;fhd","","",""
"","kWrPuikg;G  mikr;rh;","","Kw;gzk;","30,000,000","11,000,000
        95,000,000","—"
"43","tPlikg;G>  eph;khzj;Jiw  kw;Wk;","12301","mur  mYtyh;fSf;fhd","","",""
"","fyhrhu  mYty;fs;  mikr;rh;","","Kw;gzk;","59,800,000","27,725,000
   217,000,000","—"
"44","Muk;gf;  ifj;njhopy;  kw;Wk;","12401","mur  mYtyh;fSf;fhd","","",""
"","r%f  tYt{l;ly;  mikr;rh;","","Kw;gzk;","32,000,000","13,200,000
93,000,000","—"
"45","fy;tp  mikr;rh;","12601","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","1,700,000,000","1,070,000,000       3,700,000,000","—"
"46","nghJ eph;thf kw;Wk; mdh;j;j","13001","mur  mYtyh;fSf;fhd","","",""
"","Kfhikj;Jt
mikr;rh;","","Kw;gzk;","40,000,000","23,200,000
        85,000,000","—"
"47","ngUe;Njhl;lf;  ifj;njhopy;","13501","mur  mYtyh;fSf;fhd","","",""
"","mikr;rh;","","Kw;gzk;","20,000,000","8,000,000
        60,000,000","—"
"48","kiyehl;L  Gjpa  fpuhkq;fs;>","14001","mur  mYtyh;fSf;fhd","","",""
"","cl;fl;likg;G  trjpfs;  kw;Wk;","","Kw;gzk;","16,000,000","7,000,000
        45,000,000","—"
"","rKjha  mgptpUj;jp  mikr;rh;","","","","",""
"49","ifj;njhopy;>  thzpg","14901","mur  mYtyh;fSf;fhd","","",""
"","mYty;fs;>  ePz;lfhykhf  ,lk;","","Kw;gzk;","45,000,000","15,000,000
        150,000,000","—"
"","ngah;e;j egh;fspd; kPs;FbNaw;wk;","","","","",""
"","kw;Wk;  $l;LwT  mgptpUj;jp","","","","",""
"","mikr;rh;","","","","",""
"50","cs;sf>  cs;ehl;lYty;fs;","15501","mur  mYtyh;fSf;fhd","","",""
"","kw;Wk;  khfhz  rigfs;","","Kw;gzk;","703,000,000","310,700,000       2,396,000,000","—"
"","cs;~uhl;rp  mikr;rh;","","","","",""
"51","Njrpa  xUikg;ghL>  mur  fUk","15701","mur  mYtyh;fSf;fhd","","",""
"","nkhopfs;>  r%f  Nkk;ghL  kw;Wk;","","Kw;gzk;","23,000,000","9,300,000
        75,000,000","—"
"",",e;J  rka  mYty;fs;  mikr;rh;","","","","",""
"52","mur  njhopy;Kaw;rpfs;","15801","","","",""
"","","","mur  mYtyh;fSf;fhd","","",""
"","kiyehl;L  kuGhpikfs;  kw;Wk;","","","4,200,000","2,000,000
      14,000,000","—"
"","","","Kw;gzk;","","",""
"","fz;b  mgptpUj;jp  mikr;rh;","","","","",""
