"","10","இலஞ்சம் அலலது","01002","இலஞ்சததிவனக்","150,000,000","50,000,000","275,000,000","-"
"","","ஊழலைள் ்றறிய","","ைண்டறிய இலஞ்சமாைப","","","",""
"","","சாததுதலைவள","","்யன்்டுததுவதறைான","","","",""
"","","புலனாயவு சசயவதறைான","","முற்ணம்","","","",""
"5","","ஆவணக்குழு","","","","","",""
"","11","நிதி ஆவணக்குழு","01101","அரச அலுவலரைளுக்ைான","4,000,000","3,200,000","12,000,000","-"
"","","அலுவலைம்","","முற்ணம்","","","",""
"","12","்ாராளுமன்றம்","01601","அரச அலுவலரைளுக்ைான","30,000,000","29,000,000","110,000,000","-"
"","","","","முற்ணம்","","","",""
"10","13","்ாராளுமன்ற சவ்","01701","அரச அலுவலரைளுக்ைான","2,000,000","1,700,000","7,000,000","-"
"","","முதலவாின் அலுவலைம்","","முற்ணம்","","","",""
"","14","்ாராளுமன்ற","01801","அரச அலுவலரைளுக்ைான","3,000,000","2,000,000","9,000,000","-"
"","","அரசாஙை ைட்சியின்","","முற்ணம்","","","",""
"15","","முதறசைாலாசானின்","","","","","",""
"","","அலுவலைம்","","","","","",""
"","15","்ாராளுமன்ற","01901","அரச அலுவலரைளுக்ைான","4,000,000","3,000,000","10,000,000","-"
"","","எதிரக்ைட்சித தவலவாின்","","முற்ணம்","","","",""
"","","அலுவலைம்","","","","","",""
"20","16","சதரதலைள் ஆவணக்குழு","02001","அரச அலுவலரைளுக்ைான","32,000,000","28,000,000","100,000,000","ஒதுக்கீடு
 -"
"","","","","முற்ணம்","","","",""
"","17","சதசிய ைணக்ைாயவு","02101","அரச அலுவலரைளுக்ைான","80,000,000","60,000,000","200,000,000","-"
"","","அலுவலைம்","","முற்ணம்","","","",""
"","18","நிரவாைததிறைான","02201","அரச அலுவலரைளுக்ைான","1,000,000","900,000","4,500,000","-"
"","","்ாராளுமன்ற","","முற்ணம்","","","",""
"25","","ஆவணயாளர அலுவலைம்","","","","","",""
"","19","ைணக்ைாயவு சசவவைள்","02301","அரச அலுவலரைளுக்ைான","3,700,000","500,000","5,000,000","-"
"","","ஆவணக்குழு","","முற்ணம்","","","",""
"","20","சதசிய ச்றுவை","02401","அரச அலுவலரைளுக்ைான","2,500,000","400,000","5,000,000","-"
"","","ஆவணக்குழு","","முற்ணம்","","","",""
"30","21","எலவல நிரணய","02501","அரச அலுவலரைளுக்ைான","1,000,000","250,000","3,000,000","-"
"","","ஆவணக்குழு","","முற்ணம்","","","",""
"","22","புததசாசன, சமய மறறும்","10101","அரச அலுவலரைளுக்ைான","50,000,000","38,000,000","220,000,000","-"
"","","ைலாசார அலுவலைள்","","முற்ணம்","","","",""
"","","அவமச்சர","","","","","",""
"35","23","நிதி, திட்டமிடல மறறும்","10201","அரச அலுவலரைளுக்ைான","20,000,000","17,000,000","75,000,000","-"
"","","ச்ாருளாதார அ்ிவிருததி","","முற்ணம்","","","",""
"","","அவமச்சர","","","","","",""
