"","YS¾I 189","uyck  wdrlaIl  wud;Hjrhd","",""
"","","jevigyk  01  fufyhqï  jevigyk","","10,765,500,000               1,263,140,000"
"","YS¾I 225","fmd,sia  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","","94,938,560,000               5,841,060,000"
"5","","lïlre  yd  úfoaY  /lshd  wud;HdxYh","",""
"","","mqkrdj¾;k","4,012,000,000",""
"","","uQ,Ok","700,000,000",""
"","","my;  mßÈ  úhoï  ieliS  we;  :—","",""
"","YS¾I 193","lïlre  yd  úfoaY  /lshd  wud;Hjrhd","",""
"10","","jevigyk  01  fufyhqï  jevigyk","","1,400,000,000                   231,000,000"
"","","jevigyk 02  ixj¾Ok jevigyk","","123,000,000             14,000,000"
"","YS¾I 221","lïlre  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","","1,395,000,000           222,000,000"
"","","jevigyk 02  ixj¾Ok jevigyk","","1,094,000,000
            233,000,000"
"","","l%
Svd yd fh!jk lghq;= wud;HdxYh","",""
"15","","","",""
"","","mqkrdj¾;k","5.015,000,000",""
"","","uQ,Ok","1,461,000,000",""
"","","my;  mßÈ  úhoï  ieliS  we;  :—","",""
"","YS¾I  194","l%
Svd  yd  fh!jk  lghq;=  wud;Hjrhd","",""
"20","","jevigyk  01  fufyhqï  jevigyk","","762,580,000             89,000,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","3,189,920,000                1,303,000,000"
