"","Y
S
¾I","","","m
q
krdj¾;k
u
,Ok"
"","wxlh","","","úhoï
úhoï"
"","","","","re'
re'"
"","YS¾I  219","l%
Svd  ixj¾Ok  fomd¾;fïka;=j","",""
"","","jevigyk  01  fufyhqï  jevigyk","","113,900,000              2,000,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","463,200,000            52,000,000"
"","YS¾I 328","ñksian,  yd  /lSrlaId  fomd¾;fïka;=j","",""
"5","","jevigyk  01  fufyhqï  jevigyk","","485,400,000              3,000,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","-
           12,000,000"
"","","jdßud¾.  wud;HdxYh","",""
"","","mqkrdj¾;k","7,257,000,000",""
"","","uQ,Ok","66,075,000,000",""
"10","","my;  mßÈ  úhoï  ieliS  we;  :—","",""
"","YS¾I 198","jdßud¾.  wud;Hjrhd","",""
"","","jevigyk  01  fufyhqï  jevigyk","","325,000,000
42,000,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","3,336,000,000
59,967,000,000"
"","YS¾I 282","jdßud¾.  fomd¾;fïk;=j","",""
"15","","jevigyk  01  fufyhqï  jevigyk","","809,000,000             40,000,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","2,787,000,000
  6,026,000,000"
"","","tl;=j","","2,187,279,595,000   1,088,596,963,000.""."
