"","","7"
"விளையாட்டில் ஊககு பதார்ததப் பயன்பாட்டிற்்கதிரான","",""
"சமவாயம் (திரு்ததச்) சட்்டம்","",""
"(iv)  சட்்ட்ததுளற்த","தளலளமயதிபதி",""
"யினால்","்பயரகுறி்தது 
நியமிக்கப்",""
"பட்்ட","சட்்ட்ததுளற்த 
தளலளமயதி",""
"","பதியின்  திளணக்கை்தளதச்  ்சரநத",""
"","பிரதி  மன்றாடியார  தளலளமயதிபதி",""
"என்னும்","பதவிவாிளசககுக",""
"குளறயாத","அலுவல்ராருவர;",""
"அ்தது்டன்","",""
"","(v)  நிதி என்னும்    வி்டயம்    குறி்ததைிக",""
"்கப்பட்்ட","அளமச்சின் 
்சயலா",""
"","ைாினால்  ்பயரகுறி்தது   நியமிக்கப்",""
"","பட்்ட  அ்ததள்கய  அளமச்சாினது",""
"","அளமச்சின்       சி்ரட்்ட        உதவிச்",""
"்சயலாைர","என்னும் 
பதவி",""
"வாிளசககுக","குளறயாத  அலுவல",""
"்ராருவர; அ்தது்டன்","",""
