"","","","Capital","4,929,600,000","","",""
"","","Made  up  as  follows:-","","","","",""
"5","Head","110","Minister  of  Justice  &  Prison  Reforms","","","",""
"","","","Programme  01
Operational  Activities","","922,600,000","166,010,000",""
"","Head","205","Department  of  Public  Trustee","","","",""
"","","","Programme  01
Operational  Activities","","59,235,000","8,800,000",""
"","Head","228","Courts  Administration","","","",""
"10","","","Programme  01
Operational  Activities","","5,875,313,000","3,210,650,000",""
"","Head","229","Department  of  Attorney-General","","","","Appropriation  (Amendment)"
"","","","Programme  01
Operational  Activities","","1,139,300,000","484,500,000",""
"","Head","230","Department  of  Legal  Draftsman","","","",""
"","","","Programme  01
Operational  Activities","","121,792,000","38,200,000",""
"15","Head","231","Department  of  Debt  Conciliation  Board","","","",""
"","","","Programme  01
Operational  Activities","","27,720,000","850,000",""
"","Head","232","Department  of  Prisons","","","",""
"","","","Programme  01
Operational  Activities","","5,170,594,000","896,100,000",""
"","Head","233","Department  of  Government  Analyst","","","",""
"20","","","Programme  01
Operational  Activities","","303,855,000","98,500,000",""
"","Head","234","Registrar  of  the  Supreme  Court","","","",""
"","","","Programme  01
Operational  Activities","","175,938,000","8,865,000","9"
