"","8 2","Department  of  Social  Services","21601 Advances  to  Public  Officers","25,000,000","16,000,000","95,000,000","—"
"","8 3","Department  of  Probation  and","","","","",""
"","","Child  Care  Services","21701 Advances  to  Public  Officers","20,000,000","10,000,000","58,000,000","—"
"","8 4","Department  of  Sports","","","","",""
"5","","Development","21901 Advances  to  Public  Officers","16,000,000","7,500,000","45,000,000","—"
"","8 5","Department  of  Ayurveda","22001 Advances  to  Public  Officers","55,000,000","32,000,000 190,000,000","","—"
"","8 6","Department  of  Labour","22101 Advances  to  Public  Officers","75,000,000","64,000,000 275,000,000","","—"
"","8 7","Sri  Lanka  Army","22201 Advances  to  Public  Officers","3,815,000,000","3,028,000,000","5,542,000,000","—"
"","8 8","Sri  Lanka  Navy","","22301 Advances  to  Public  Officers  625,000,000 570,000,000 910,000,000","","","—"
"10","8 9","Sri  Lanka  Navy","22302 Stores  Advance  Account","","","",""
"","","","(Explosive  items)","470,000,000 500,000,000 220,000,000","","","—"
"","9 0","Sri  Lanka  Air  Force","22401 Advances  to  Public  Officers","520,000,000","460,000,000","1,000,000,000","—"
"","9 1","Department  of  Police","22501 Advances  to  Public  Officers","1,070,000,000","1,200,000,000","2,000,000,000","—"
"","9 2","Department  of  Immigration","","","","",""
"15","","and  Emigration","22601 Advances  to  Public  Officers","40,000,000","30,000,000 170,000,000","","—"
"","9 3","Department  of  Registration  of","","","","",""
"","","Persons","22701 Advances  to  Public  Officers","45,000,000","22,000,000 100,000,000","","—"
"","9 4","Courts  Administration","22801 Advances  to  Public  Officers","475,000,000","291,000,000","1,600,000,000","—"
"","9 5","Department  of  Attorney  General","22901 Advances  to  Public  Officers","24,000,000","15,000,000","80,000,000","—"
"20","9 6","Department  of  Legal  Draftsman","23001 Advances  to  Public  Officers","7,000,000","2,900,000","18,000,000","—"
