"117",",yq;iff;  flw;gil","22302","fsQ;rparhiyfs;","","",""
"","","","Kw;gzf;fzf;F","","",""
"","","","550,000,000
(ntbnghUl;fs;)","450,000,000
        200,000,000","—",""
"118",",yq;if  thd;gil","22401","mur  mYtyh;fSf;fhd","","",""
"","","","400,000,000
Kw;gzk;","320,000,000
        400,000,000","—",""
"119","nghyp];  jpizf;fsk;","22501","mur  mYtyh;fSf;fhd","","",""
"","","","1,200,000,000
Kw;gzk;","1,000,000,000      1,200,000,000","—",""
"120","FbtuT  Fbafy;Tj;","22601","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","40,000,000
Kw;gzk;","30,000,000
        180,000,000","—",""
"121","Ml;fisg;  gjpT  nra;tjw;fhd","22701","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","45,000,000
Kw;gzk;","40,000,000
        170,000,000","—",""
"122","ePjpkd;w  eph;thfk;","22801","mur  mYtyh;fSf;fhd","","",""
"","","","500,000,000
Kw;gzk;","350,000,000      1,500,000,000","—",""
"123","rl;
;lkh  mjpgh;  jpizf;fsk;","22901","mur  mYtyh;fSf;fhd","","",""
"","","","25,000,000
Kw;gzk;","17,000,000            80,000,000","—",""
"124","rl;l  tiuQh;  jpizf;fsk;","23001","mur  mYtyh;fSf;fhd","","","xJf;fPl;Lr; rl;lk;"
"","","","6,000,000
Kw;gzk;","4,200,000            19,000,000","—",""
"125","fld;  ,zf;fr;  rig","23101","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","1,000,000
Kw;gzk;","400,000
             5,000,000","—",""
"126","rpiwr;rhiyfs;  jpizf;fsk;","23201","mur  mYtyh;fSf;fhd","","",""
"","","","150,000,000
Kw;gzk;","130,000,000
        250,000,000","—",""
"127","rpiwr;rhiyfs;","23202","rpiwr;rhiyf;  ifj;njhopy;","","",""
"","jpizf;fsk;","","kw;Wk;  tptrha","","",""
"","","","110,000,000
Kaw;rpfs;","120,000,000            65,000,000","15,000,000",""
"128","murhq;f  ,urhadg;","23301","mur  mYtyh;fSf;fhd","","",""
"","gFg;gha;thsh;  jpizf;fsk;","","8,000,000
Kw;gzk;","7,000,000            35,000,000","—",""
"129","cah;  ePjpkd;wg;  gjpthsh;","23401","mur  mYtyh;fSf;fhd","","",""
"","mYtyfk;","","15,000,000
Kw;gzk;","10,500,000            65,000,000","—",""
"130","rl;l Mizf;FOj; jpizf;fsk;","23501","mur  mYtyh;fSf;fhd","","",""
"","","","2,000,000
Kw;gzk;","700,000
             7,000,000","—",""
