"","","nghJkf;fs;  ghJfhg;G  mikr;R","","","","",""
"","","kPz;LtUk; nrytpdk;","99,288,650,000","","","",""
"","","%yjdr;  nrytpdk;","7,770,000,000","","","",""
"mikT  tUkhW  :—","","","","","","",""
"jiyg;G","189","nghJkf;fs;  ghJfhg;G  mikr;rh;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","10,083,650,000","1,711,550,000","",""
"jiyg;G","225","nghyp];  jpizf;fsk;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","89,205,000,000","6,058,450,000","",""
"","","r%f  nghyp];  Nritfs;  ,uh[hq;f  mikr;R","","","","",""
"","","kPz;LtUk; nrytpdk;","186,040,000","","","",""
"","","%yjdr;  nrytpdk;","615,000,000","","","xJf;fPl;Lr; rl;lk;","2021 Mk; Mz;bd; 30 Mk; ,yf;f>"
"mikT  tUkhW  :—","","","","","","",""
"jiyg;G","445","r%f  nghyp];  Nritfs;  ,uh[hq;f  mikr;rh;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","186,040,000","615,000,000","",""
"","","njhopy; mikr;R","","","","",""
"","","kPz;LtUk; nrytpdk;","3,133,000,000","","","",""
"","","%yjdr;  nrytpdk;","800,000,000","","","",""
"mikT  tUkhW  :—","","","","","","",""
"jiyg;G","193","njhopy; mikr;rh;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","626,000,000","93,000,000","",""
"","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","129,000,000","18,000,000","","49"
