"92","fiuNahug; ghJfhg;G kw;Wk;","44301","mur  mYtyh;fSf;fhd","","","",""
"","jho;epy mgptpUj;jp  ,uh[hq;f","","Kw;gzk;","500,000","50,000","1,000,000","—"
"","mikr;rh;","","","","","",""
"93","b[pl;ly;  njhopy;El;gk;  kw;Wk;","44401","mur  mYtyh;fSf;fhd","","","",""
"","njhopy;Kaw;rp  mgptpUj;jp","","Kw;gzk;","500,000","50,000","1,000,000","—"
"",",uh[hq;f  mikr;rh;","","","","","",""
"94","r%f 
nghyp]; 
Nritfs;","44501","mur  mYtyh;fSf;fhd","","","",""
"",",uh[hq;f  mikr;rh;","","Kw;gzk;","800,000","550,000            10,000,000","","—"
"95","ngsj;j  mYty;fs;","20101","mur  mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;
;","","Kw;gzk;","40,000,000","20,000,000","100,000,000","—"
"96","K];ypk;  rka  fyhrhu","20201","mur  mYtyh;fSf;fhd","","","",""
"","mYty;fs;  jpizf;fsk;
;","","Kw;gzk;","3,500,000","2,000,000            14,000,000","","—"
"97","fpwp];jt  rka  mYty;fs;","20301","mur  mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;
;","","Kw;gzk;","2,500,000","1,200,000            12,000,000","","—"
"98",",e;J  rka  fyhrhu","20401","mur  mYtyh;fSf;fhd","","","",""
"","mYty;fs;  jpizf;fsk;
;","","Kw;gzk;","7,500,000","4,400,000            30,000,000","","—"
"99","nghJ  ek;gpf;ifg;","20501","mur  mYtyh;fSf;fhd","","","",""
"","nghWg;ghsh;  jpizf;fsk;
;","","Kw;gzk;","3,800,000","2,300,000            14,000,000","","—"
"100","fyhrhu  mYty;fs;","20601","mur  mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;
;","","Kw;gzk;","40,000,000","18,000,000","120,000,000","—"
"101","njhy;nghUspay;","20701","mur  mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;","","Kw;gzk;","50,000,000","35,000,000","160,000,000","—"
"102","Njrpa  E}jdrhiyfs;","20801","mur  mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;","","Kw;gzk;","25,000,000","10,000,000            70,000,000","","—"
"103","Njrpa  Rtbf;fhg;Gj;","20901","mur  mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;","","Kw;gzk;","7,000,000","3,100,000            30,000,000","","—"
"104","murhq;f  jfty;  jpizf;fsk;","21001","mur  mYtyh;fSf;fhd","","","",""
"","murhq;f  mr;rfj;","","Kw;gzk;","13,000,000","8,700,000            50,000,000","","—"
"105","","","","","","",""
"","jpizf;fsk;","21101","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","70,000,000","60,000,000","350,000,000","—"
