"","SECTION","","PROVISION"
"1.","Section 21, 22, 23,","",""
"","24, 24A","-","Identification  plates"
"2.","Section  38","","- Revenue Licence to be"
"","","","displayed on motor"
"","","","vehicles and produced"
"","","","when required"
"3.","Section  45","-","Prohibition to use a"
"","","","motor vehicle in"
"","","","contravention of revenue"
"","","","Licence"
"4.","Section 128A","-","Failure to obtain"
"","","","authorization  to  drive"
"","","","emergency service vehicles"
"","","","and public service vehicles"
"5.","Section  128B","","- Driving a special purpose"
"","","","vehicle  without  obtaining"
"","","","a  licence"
"6.","Section  128C","-","Failure to obtain"
"","","","authorization to drive a"
"","","","vehicle loaded with"
"","","","chemicals, hazardous waste,"
"","","","&c."
"7.","Section  130","-","Failure to have a Licence"
"","","","to drive a specific class of"
"","","","vehicles"
