"","","","","","","","க(cid:8117)டைள  அைம(cid:8120)தி(cid:8094)(cid:8122)",""
"","","","","","","","ப(cid:8126)றிய","ப
ி
(cid:8121)
 
வ
ி
பர(cid:8113)"
"","","","","","","வ
ி","பர(cid:8113)க(cid:8128)","க(cid:8128)"
"1","0.3304","(cid:8106)தி அபிவி(cid:8094)(cid:8119)தி அதிகார சைப","–","(cid:8089)(cid:8104)வ(cid:8080)(cid:8123)","1வ(cid:8080) வ(cid:8065)(cid:8122)(cid:8087)","","–","வ(cid:8074)கா(cid:8127)"
"3","0.2465","ஹாாி(cid:8132)ப(cid:8119)(cid:8080)வ பிரேதச சைப","–","(cid:8089)(cid:8104)வ(cid:8080)(cid:8123)","1வ(cid:8080) வ(cid:8065)(cid:8122)(cid:8087)","","–","வ(cid:8074)கா(cid:8127)"
"4","0.0093","தனியா(cid:8125)","–","(cid:8089)(cid:8104)வ(cid:8080)(cid:8123)","1வ(cid:8080) வ(cid:8065)(cid:8122)(cid:8087)","","–","கா.(cid:8080).இல. 108,"
"","","","","","","","","109, 107, 116,"
"","","","","","","","","117 (cid:8126)(cid:8065)"
"","","","","","","","","பிரேவசி(cid:8122)ப-"
"","","","","","","","","த(cid:8126)கான"
"","","","","","","","","உாி(cid:8119)தி(cid:8126)(cid:8065)"
"","","","","","","","","உ(cid:8117)ப(cid:8117)ட(cid:8080)"
"6","0.0150","அர(cid:8070)","–","(cid:8089)(cid:8104)வ(cid:8080)(cid:8123)","1வ(cid:8080) வ(cid:8065)(cid:8122)(cid:8087)","","–","கா(cid:8127)வா(cid:8124)"
"","","","","","","","","வ(cid:8074)கா(cid:8127)"
"9","0.0029","தனியா(cid:8125)","–","(cid:8089)(cid:8104)வ(cid:8080)(cid:8123)","1வ(cid:8080) வ(cid:8065)(cid:8122)(cid:8087)","","–","கா.(cid:8080).இல. 08"
"","","","","","","","","ம(cid:8126)(cid:8096)(cid:8123) 106"
"","","","","","","","","பிரேவசி(cid:8122)-"
"","","","","","","","","பத(cid:8126)காக"
"11","0.0429","ஹாாி(cid:8132)ப(cid:8119)(cid:8080)வ பிரேதச சைப","–","(cid:8089)(cid:8104)வ(cid:8080)(cid:8123)","1வ(cid:8080) வ(cid:8065)(cid:8122)(cid:8087)","","–","வ(cid:8074)கா(cid:8127)"
"12","0.0845","ஐ(cid:8112)கிய நல(cid:8121)(cid:8087)ாி உதவி ச(cid:8113)க(cid:8123)","இ(cid:8127)ைல","(cid:8089)(cid:8104)வ(cid:8080)(cid:8123)","1வ(cid:8080) வ(cid:8065)(cid:8122)(cid:8087)","","–","–"
