"","","","xopj;Jf;",""
"","","rq;fj;jpd; ngau;;","",""
"njhlu;","gjpT","","fl;lg;gl;l","$.m.c.Miz"
",yf;fk;",",yf;fk;","","jpfjp","ahsu; gpupT"
"","","tiutw;w E}whzpah If;fpa ehza $l;LwTr;","",""
"57","TD/96","rq;fk;
;","31.10.2011","jpUNfhzkiy"
"","","tiutw;w my;iy ,e;J K];ypk; If;fpa ehza","",""
"58","TD/66","$l;LwTr; rq;fk;;","31.10.2011","jpUNfhzkiy"
"","","tiutw;w ,wf;ff;fz;b If;fpa ehza $l;LwTr;","",""
"59","ED/321","rq;fk;
;","31.10.2011","jpUNfhzkiy"
"60","ED/493","tiutw;w gl;bNkL If;fpa ehza $l;LwTr; rq;fk;","31.10.2011","jpUNfhzkiy"
"","","tiutw;w rpd;df;fpz;zpah tl;lhuk; 1 md;rhu;","",""
"61","TD/131","If;fpa ehza $l;LwTr; rq;fk;","31.10.2011","jpUNfhzkiy"
"","","tiutw;w Fr;rntsp Mizf;fhy; If;fpa ehza","",""
"62","ED/422","$l;LwTr; rq;fk;;","31.10.2011","jpUNfhzkiy"
"","","tiutw;w gl;bj;jply; =fNzrh If;fpa ehza","",""
"63","ED/535","$l;LwTr; rq;fk;;","31.10.2011","jpUNfhzkiy"
"64","TD/61","tiutw;w jpUkfs; If;fpa ehza $l;LwTr; rq;fk;","31.10.2011","jpUNfhzkiy"
"","","tiutw;w Gy;Nkhl;il Kfkjpah If;fpa ehza","",""
"65","ED/457","$l;LwTr; rq;fk;","31.10.2011","jpUNfhzkiy"
"","","tiutw;w Njhg;G+u; Kfkjpah If;fpa ehza","",""
"66","ED/193","$l;LwTr; rq;fk;;","31.10.2011","jpUNfhzkiy"
"","","tiutw;w jpUr;nre;J}u; mur Copau; tPlikg;G","",""
"67","BC/228","$l;LwTr; rq;fk;","31.10.2019","kl;lf;fsg;G"
"","","tiutw;w fl;bl jpizf;fs Copau; eyd;Gup","",""
"68","BC/185","$l;LwT rq;fk;","31.10.2019","kl;lf;fsg;G"
"","","tiutw;w funtl;b njw;F rpf;fd flDjT","",""
"69","BC/394","$l;LwTr; rq;fk;","31.10.2019","kl;lf;fsg;G"
"","","tutw;w Nfhl;lKid fpof;F kfhnyl;Rkp rpf;fd","",""
"70","BC/758","flDjT $l;LwTr; rq;fk;","31.10.2019","kl;lf;fsg;G"
"","","tiutw;w fy;ybj;njU rhujh Njtp rpf;fd flDjT","",""
"71","ED/786","$l;LwTr; rq;fk;","31.10.2019","kl;lf;fsg;G"
