"","","","xopj;Jf;",""
"njhlu;","gjpT","rq;fj;jpd; ngau;;","fl;lg;gl;l","$.m.c.Miz"
",yf;fk;",",yf;fk;","","jpfjp","ahsu; gpupT"
"","","tiuTs;s rha;e;jkUJ ,.Ngh.r. gzpahsu;","",""
"1","KL/344","rpf;fdfld; toq;F $l;LwTr;rq;fk;","08.03.2010","fy;Kid"
"","","tiuTs;s ,UjaGu If;fpa njhopyhsu;  $l;LwTr;","",""
"2","BC/85","rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiutw;w FUkz;ntsp ngz;fs; rpf;fd fld;","",""
"3","ED/330","toq;F $l;LwTr;rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiutw;w 40Mk; fpuhk rpf;fd fld; toq;F","",""
"4","BC/290","$l;LwTr; rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiutw;w nfhf;fl;br;Nrhiy tpf;Nz];tuh rpf;fd","",""
"5","ED/385","fld; toq;F $l;LwTr;rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiutw;w 13Mk; fpuhkk; rpf;fd fld; toq;Fk;","",""
"6","BC/268","$l;LwTr; rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiutw;w ghtw;nfhbr;Nrid rpf;fd fld; toq;Fk;","",""
"7","BC/330A","$l;LwTr; rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiutw;w nfhf;fl;br;Nrhiy tpGyhde;jh","",""
"8","ED/604","rpf;fdfld; toq;F $l;LwTr; rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiutw;w Kidf;fhL rz;Kfhde;jh rpf;fdfld;","",""
"9","ED/809","toq;F $l;LwTr; rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiutw;w rpd;dtj;ij rpf;fd fld; toq;F","",""
"10","BC/306","$l;LwTr; rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiuTs;s kl;/etfpupefu; njq;F> gdk;nghUs;","",""
"11","BC/535","cw;gj;jp $l;LwTr; rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiuTs;s gl;bUg;G njhFjp njq;F> gdk;nghUs;","",""
"12","BC/403","cw;gj;jp $l;LwTr; rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiuTs;s khtb Kd;khup rpf;fd fld; toq;F","",""
"13","BC/343","$l;LwTr; rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiutw;w GJf;FbapUg;G rpf;fd fld; toq;F","",""
"14","BC/226","$l;LwTr; rq;fk;","30.06.2010","kl;lf;fsg;G"
"","","tiutw;w 39Mk; fpuhkk; rpf;fd fld; toq;F","",""
"15","BC/321","$l;LwTr;rq;fk;","31.07.2010","kl;lf;fsg;G"
"16","ED/551","tiutw;w tTdjPT If;fpa ehza $l;LwTr; rq;fk;","31.07.2010","kl;lf;fsg;G"
"","","tiutw;w kfpobj;jPT fz;zfp rpf;fd fld; toq;F","",""
"17","ED/725","$l;LwTr; rq;fk;","31.07.2010","kl;lf;fsg;G"
"18","BC/411","tiuTs;s fy;yhW njhopyhsu; $l;LwTr;rq;fk;","31.07.2010","kl;lf;fsg;G"
"","","tiuTs;s JiwePyhtiz fpuhk kPdtu; $l;LwTr;","",""
"19","BC/435","rq;fk;","31.07.2010","kl;lf;fsg;G"
"","","tiuTs;s fz;zfpefu; njq;Fcw;gj;jpahsu;","",""
"20","BC/189","$l;LwTr; rq;fk;","31.07.2010","kl;lf;fsg;G"
"","","tiuTs;s kl;lf;fsg;G re;ij kPd; tpw;gidahsu;","",""
"21","BC/389","rpf;fdfld; toq;Fk; $.rq;fk;","31.07.2010","kl;lf;fsg;G"
"","","tiutw;w ,why; Xil tpf;Nz];tuh rpf;fd fld;","",""
"22","BC/424","toq;F $l;LwTrq;fk;","31.07.2010","kl;lf;fsg;G"
"23","BC/211","tiuTs;s fpuhd; Fsk; eyd;Gup $l;LwTr; rq;fk;","31.07.2010","kl;lf;fsg;G"
"","","tiuTs;s gl;bUg;G njhFjp mgptpUj;jp","",""
"24","BC/178","$l;LwTr;rq;fk;","31.07.2010","kl;lf;fsg;G"
"","","tiuTs;s kl;lf;;;fsg;G Nfhl;ilKid tptrhaf;","",""
"25","BC/162","$l;LwTr; rq;fk;","31.07.2010","kl;lf;fsg;G"
"","","tiuTs;s kl;lf;fsg;G khtl;l gjtpepiy","",""
"26","BC/352","cj;jpNahfj;ju; $l;LwTr; rq;fk;","31.07.2010","kl;lf;fsg;G"
"","","tiutw;w Rq;fhd;Nfzp rpf;fd fld; toq;F","",""
"27","BC/526","$l;LwTr; rq;fk;","31.07.2010","kl;lf;fsg;G"
"","","tiutw;w thfiu rpf;fd fld; toq;F $l;LwTr;","",""
"28","BC/252","rq;fk;","31.07.2010","kl;lf;fsg;G"
