"","Y
S
¾I","","","m
q","krdj¾;k","u",",Ok"
"","wxlh","","","","úhoï","","úhoï"
"","","","","","re'","","re'"
"","YS¾I  284","jkðù  ixrlaIK  fomd¾;fïka;=j","","","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","","1,100,000,000","","924,800,000"
"","YS¾I  294","cd;sl  i;afjdaoHdk  fomd¾;fïka;=j","","","","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","","421,210,000","","733,500,000"
"5","YS¾I  322","cd;sl  WoaNso  WoHdk  fomd¾;fïka;=j","","","","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","","412,510,000","","397,700,000"
"","","uydk.r  yd  niakdysr  ixj¾Ok  wud;HdxYh","","","","",""
"","","mqkrdj¾;k","1,109,160,000","","","",""
"","","uQ,Ok","66,270,000,000","","","",""
"10","","my;  mßÈ  úhoï  ieliS  we;:—","","","","",""
"","YS¾I  162","uydk.r  yd  niakdysr  ixj¾Ok  wud;Hjrhd","","","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","","910,800,000","","8,450,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","","—","","66,062,850,000"
"","YS¾I  311","cd;sl  fN!;sl  ie,iqï  fomd¾;fïka;=j","","","","",""
"15","","jevigyk  01  fufyhqï  jevigyk","","","198,360,000","","198,700,000"
"","","wNHka;r  lghq;=  yd  jhU  ixj¾Ok  wud;HdxYh","","","","",""
"","","mqkrdj¾;k","5,338,775,000","","","",""
