"","YS¾I  167","úfYaI  ld¾hNdr  wud;Hjrhd","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","74,000,000","31,000,000"
"","","jrdh yd kdúl lghq;= wud;HdxYh","","",""
"","","mqkrdj¾;k","233,280,000","",""
"5","","uQ,Ok","2,315,000,000","",""
"","","my;  mßÈ  úhoï  ieliS  we;  :—","","",""
"","YS¾I  176","jrdh  yd  kdúl  lghq;=  wud;Hjrhd","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","233,280,000","15,000,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","—","2,300,000,000"
"10","","úfoaY  /lshd  wud;HdxYh","","",""
"","","mqkrdj¾;k","633,030,000","",""
"","","uQ,Ok","53,025,000","",""
"","","my;  mßÈ  úhoï  ieliS  we;  :—","","",""
"","YS¾I 182","úfoaY  /lshd  wud;Hjrhd","","",""
"15","","jevigyk  01  fufyhqï  jevigyk","","73,180,000","7,400,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","559,850,000","45,625,000"
"","","kS;sh yd iduh iy olaIsK ixj¾Ok wud;HdxYh","","",""
"","","mqkrdj¾;k","75,170,083,000","",""
"","","uQ,Ok","7,728,800,000","",""
"20","","my;  mßÈ  úhoï  ieliS  we;  :—","","",""
"","YS¾I  192","kS;sh yd iduh iy olaIsK ixj¾Ok wud;Hjrhd","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","8,436,050,000","3,819,800,000"
"","YS¾I 225","fmd,sia  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","66,734,033,000","3,909,000,000"
