"162","Department  of  Measurement","","","","","",""
"","Units,  Standards  and  Services","29801","Advances  to  Public  Officers","8,000,000","4,500,000","33,000,000","—"
"163","National  Intellectual  Property","","","","","",""
"","Office  of  Sri  Lanka","29901","Advances  to  Public  Officers","5,500,000","2,000,000","17,000,000","—"
"164","Department  of  Food","","","","","",""
"","Commissioner","30001","Advances  to  Public  Officers","7,000,000","3,800,000","42,000,000","—"
"165","Department  of  Co-operative","","","","","",""
"","Development  (Registrar  of","","","","","",""
"","Co-operative  Societies)","30101","Advances  to  Public  Officers","7,500,000","3,000,000","30,000,000","—"
"166","Co-operative  Employees","","","","","",""
"","Commission","30201","Advances  to  Public  Officers","1,800,000","400,000","6,000,000","—"
"167","Department  of  Textile  Industries","30301","Advances  to  Public  Officers","6,000,000","3,200,000","30,000,000","—"
"168","Department  of  Meteorology","30401","Advances  to  Public  Officers","12,000,000","8,000,000","55,000,000","—"
"169","Department  of  Sri  Lanka  Railways","30601","Advances  to  Public  Officers","830,000,000","435,000,000","2,000,000,000","—"
"170","Department  of  Sri  Lanka","","","","","",""
"","Railways","30602","Railway  Stores  Advance","","","",""
"","","","Account","1,800,000,000     1,800,000,000   7,200,000,000","","","1,500,000,000"
"171","Department  of  Motor  Traffic","30701","Advances  to  Public  Officers","35,000,000","22,500,000","158,000,000","—"
"172","Department  of  Posts","30801","Advances  to  Public  Officers","840,000,000","735,000,000","2,400,000,000","—"
"173","Department  of  Buildings","30901","Advances  to  Public  Officers","27,000,000","13,800,000","95,000,000","—"
"174","Government  Factory","31001","Advances  to  Public  Officers","32,000,000","25,000,000","125,000,000","—"
