"Head","325","Department  of  Sri  Lanka  Coast  Guard","",""
"","","Programme  01  Operational  Activities","75,000,000","360,000,000"
"","","Ministry  of  National  Policies,  Economic  Affairs,","",""
"","","Resettlement  and  Rehabilitation,  Northern  Province","",""
"","","Development,  Vocational  Training  and  Skills","",""
"","","Development  and  Youth  Affairs","",""
"","","Recurrent
15,641,302,000","",""
"","","Capital
81,661,350,000","",""
"Made  up  as  follows:-","","","",""
"Head","104","Minister  of  National  Policies,  Economic  Affairs,","",""
"","","Resettlement  and  Rehabilitation,  Northern  Province","",""
"","","Development,  Vocational  Training  and  Skills","",""
"","","Development  and  Youth  Affairs","",""
"","","Programme  01  Operational  Activities","10,683,285,000","2,288,000,000"
"","","Programme  02  Development  Activities","2,953,577,000","78,674,350,000"
