"Head","205","Department  of  Public  Trustee","","",""
"","","Programme  01","Operational  Activities","65,050,000","7,500,000"
"Head","228","Courts  Administration","","",""
"","","Programme  01","Operational  Activities","7,112,150,000","2,021,670,000"
"Head","229","Attorney-General’s  Department","","",""
"","","Programme  01","Operational  Activities","1,433,100,000","208,400,000"
"Head 230","","Legal  Draftsman’s  Department","","",""
"","","Programme  01","Operational  Activities","132,670,000","37,500,000"
"Head","231","Department  of  Debt  Conciliation  Board","","",""
"","","Programme  01","Operational  Activities","22,410,000","1,150,000"
"Head","232","Department  of  Prisons","","",""
"","","Programme  01","Operational  Activities","5,614,500,000","323,000,000"
"Head","233","Department  of  Government  Analyst","","",""
"","","Programme  01","Operational  Activities","391,300,000","108,500,000"
"Head","234","Registrar  of  the  Supreme  Court","","",""
"","","Programme  01","Operational  Activities","182,320,000","13,270,000"
"Head","235","Law  Commission","","",""
"","","Programme  01","Operational  Activities","17,640,000","2,450,000"
"Head","326","Department  of  Community  Based  Corrections","","",""
"","","Programme  01","Operational  Activities","296,870,000","16,450,000"
