"","","","Njrpa  nkhopfs;>  r%f  xUikg;ghl;L  mikr;R","","",""
"","","","kPz;LtUk; nrytpdk;","253>000>000","",""
"","","","%yjdr;  nrytpdk;","183>000>000","",""
"","mikT  tUkhW",":","","","",""
"jiyg;G","134","","Njrpa  nkhopfs;>  r%f  xUikg;ghl;L  mikr;rh;","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","119>550>000","130>950>000"
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","67>350>000","38>550>000"
"jiyg;G","236","","mur  fUk  nkhopfs;  jpizf;fsk;","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","66>100>000","13>500>000"
"","","","ngUe;Njhl;lf;  ifj;njhopy;  mikr;R","","",""
"","","","kPz;LtUk; nrytpdk;","1>881>587>000","",""
"","","","%yjdr;  nrytpdk;","1>194>300>000","",""
"mikT  tUkhW","",":","","","",""
"jiyg;G","135","","ngUe;Njhl;lf;  ifj;njhopy;  mikr;rh;","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","109>095>000","20>550>000"
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","847>692>000","1>053>450>000"
"jiyg;G","293","",",wg;gh;  mgptpUj;jpj;  jpizf;fsk;","","",""
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","924>800>000","120>300>000"
"","","","tpisahl;Lj;Jiw  mikr;R","","",""
"","","","kPz;LtUk; nrytpdk;","552>000>000","",""
"","","","%yjdr;  nrytpdk;","1>542>000>000","",""
"","mikT  tUkhW",":","","","",""
"jiyg;G","136","","tpisahl;Lj;Jiw mikr;rh;","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","137>938>000","40>630>000"
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","132>527>000","232>200>000"
