"95","tpisahl;Lj;Jiw mgptpUj;jpj;","21901","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","Kw;gzk;","8>000>000","4>000>000
33>000>000","—"
"96","MAh;Ntjj;  jpizf;fsk;","22001","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","30>000>000","19>000>000
171>000>000","—"
"97","njhopy;  jpizf;fsk;","22101","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","90>000>000","47>000>000
246>000>000","—"
"98",",yq;ifj;  jiug;gil","22201","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","2>135>000>000","1>750>000>000
4>250>000>000","—"
"99",",
yq;if 
  flw;gil","22301","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","590>000>000","340>000>000
1>000>000>000","—"
"100",",yq;if  flw;gil","22302","gz;lfrhiy","","",""
"","","","(ntbnghUl;fs;)","","",""
"","","","Kw;gzf;fzf;F","450>000>000","525>000>000
450>000>000","—"
"101",",yq;if  thd;gil","22401","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","500>000>000","440>000>000
1>802>000>000","—"
"102","nghyp];  jpizf;fsk;","22501","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","1>585>000>000","1>000>000>000
           5>000>000>000","—"
"103","FbtuT  Fbafy;Tj;","22601","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","Kw;gzk;","25>000>000","19>000>000
154>000>000","—"
"104","Ml;gjpTj;  jpizf;fsk;","22701","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","25>000>000","15>000>000
95>000>000","—"
"105","ePjpkd;wq;fspd;  epUthfk;","22801","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","195>000>000","166>000>000
750>000>000","—"
"106","fld;  ,zf;frigj;","23101","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","Kw;gzk;","1>000>000","300>000
2>400>000","—"
"107","rpiwr;rhiyfs;","23201","mur  mYtyh;fSf;fhd","","",""
"","jpizf;fsk;","","Kw;gzk;","140>000>000","110>000>000
500>000>000","—"
"108","rpiwr;rhiyfs;","23202","rpiwr;rhiyfs;  ifj;","","",""
"","jpizf;fsk;","","njhopy;  fkj;njhopy;","","",""
"","","","nghWg;Ngw;Gfs;","90>000>000","115>000>000
30>000>000","12>000>000"
