"jiyg;G","233","","murhq;f  gFg;gha;thsh;  jpizf;fsk;","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","80>165>000","105>300>000"
"jiyg;G","235","","rl;l  Mizf;FOj;  jpizf;fsk;","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","10>875>000","1>000>000"
"","","","Rfhjhu  mikr;R","","",""
"","","","kPz;LtUk; nrytpdk;","54>999>998>000","",""
"","","","%yjdr;  nrytpdk;","19>500>000>000","",""
"","mikT  tUkhW",":","","","",""
"jiyg;G","111","","Rfhjhu  mikr;rh;","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","47>826>732>000","798>000>000"
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","7>173>266>000","18>702>000>000"
"","","","ntspehl;lYty;fs;  mikr;R","","",""
"","","","kPz;LtUk; nrytpdk;","5>700>400>000","",""
"","","","%yjdr;  nrytpdk;","939>700>000","",""
"","mikT  tUkhW",":","","","",""
"jiyg;G","112","","ntspehl;lYty;fs;  mikr;rh;","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","85>850>000","5>700>000"
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","5>614>550>000","934>000>000"
"","","","Nghf;Ftuj;J  mikr;R","","",""
"","","","kPz;LtUk; nrytpdk;","13>540>000>000","",""
"","","","%yjdr;  nrytpdk;","40>000>000>000","",""
"","mikT  tUkhW",":","","","",""
"jiyg;G","114","","Nghf;Ftuj;J mikr;rh;","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","119>910>000","8>800>000"
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","3>190>000>000","6>395>200>000"
