"","jiyg;G","","","","34
k
z
LtUk;
     %yjdr;"
"",",y.","","","","nrytpdk;
 nrytpdk;"
"","","","","","&gh
      &gh"
"","","","njhopy;El;g  kw;Wk;  KjyPl;L  Nkk;ghl;L  mikr;R","",""
"","","","kPz;LtUk; nrytpdk;","3,070,400,000",""
"","","","%yjdr;  nrytpdk;","2,356,400,000",""
"","","mikT  tUkhW  :—","","",""
"5","jiyg;G","186","njhopy;El;g  kw;Wk; KjyPl;L Nkk;ghl;L mikr;rh;","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","201,400,000                16,400,000"
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","2,869,000,000           2,340,000,000"
"","","","KjyPl;L  Nkk;ghl;L  mikr;R","","xJf;fPL"
"","","","kPz;LtUk; nrytpdk;","914,170,000",""
"","","","","2,483,500,000",""
"10","","","%yjdr;  nrytpdk;","",""
"","","mikT  tUkhW  :—","","",""
"","jiyg;G","187","KjyPl;L  Nkk;ghl;L  mikr;rh;","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","464,170,000                33,500,000"
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","450,000,000           2,450,000,000"
"15","","","","",""
"","","","nghJkf;fs;  ghJfhg;G  mikr;R","",""
"","","","kPz;LtUk; nrytpdk;","127,403,500,000",""
"","","","%yjdr;  nrytpdk;","13,330,000,000",""
