"132","","úY%du  jegqma  fomd¾;fïka;=j","25301","rcfha  ks,Odßkag  w;a;sldrï","20""000""000","18""000""000","140""000""000","-"
"133","frðiag%d¾  ckrd,a","","","","","","",""
"","fomd¾;fïka;=j","","25401","rcfha  ks,Odßkag  w;a;sldrï","50""000""000","30""000""000","195""000""000","-"
"134","Èia;%","sla f,alï ld¾hd,h - fld<U","25501","rcfha  ks,Odßkag  w;a;sldrï","47""000""000","34""000""000","180""000""000","-"
"135","Èia;%","sla f,alï ld¾hd,h - .ïmy","25601","rcfha  ks,Odßkag  w;a;sldrï","65""000""000","57""000""000","232""500""000","-"
"136","Èia;%","sla f,alï ld¾hd,h - l¿;r","25701","rcfha  ks,Odßkag  w;a;sldrï","62""500""000","38""000""000","265""000""000",""
"137","Èia;%","sla f,alï ld¾hd,h - uykqjr","25801","rcfha  ks,Odßkag  w;a;sldrï","76""500""000","55""000""000","198""000""000","-"
"138","Èia;%","sla f,alï ld¾hd,h - ud;f,a","25901","rcfha  ks,Odßkag  w;a;sldrï","30""000""000","23""000""000","150""000""000","-"
"139","Èia;%","sla f,alï ld¾hd,h -","","","","","",""
"","kqjrt<sh","","26001","rcfha  ks,Odßkag  w;a;sldrï","30""000""000","18""700""000","110""000""000","-"
"140","Èia;%","sla f,alï ld¾hd,h - .d,a,","26101","rcfha  ks,Odßkag  w;a;sldrï","51""000""000","44""000""000","220""000""000","-"
"141","Èia;%","sla f,alï ld¾hd,h - ud;r","26201","rcfha  ks,Odßkag  w;a;sldrï","50""500""000","35""000""000","180""000""000","-"
"142","osia;s","%la f,alï ld¾hd,h -","","","","","",""
"","","yïnkaf;dg","26301","rcfha  ks,Odßkag  w;a;sldrï","40""000""000","26""000""000","155""000""000","-"
"143","osia;s","%la f,alï ld¾hd,h $","","","","","",""
"","lÉfÉßh  -  hdmkh","","26401","rcfha  ks,Odßkag  w;a;sldrï","43""000""000","23""000""000","120""000""000","-"
"144","osia;s","%la f,alï ld¾hd,h $","","","","","",""
"","lÉfÉßh  -  ukakdru","","26501","rcfha  ks,Odßkag  w;a;sldrï","9""500""000","6""500""000","49""000""000","-"
