"YS¾I  6","rdcH fiajd fldñIka iNdj","",""
"","jevigyk  01  fufyhqï  jevigyk","101,950,000","7,600,000"
"YS¾I  7","wêlrK  fiajd  fldñIka  iNdj","",""
"","jevigyk  01  fufyhqï  jevigyk","30,310,000","50,500,000"
"YS¾I 8","cd;sl  fmd,sia  fldñIka  iNdj","",""
"","jevigyk  01  fufyhqï  jevigyk","32,901,000","200,000"
"YS¾I  9","mßmd,k  wNshdpk  úksYaph  wêldrh","",""
"","jevigyk  01  fufyhqï  jevigyk","12,555,000","150,000"
"YS¾I 10","w,a,ia  fyda  ¥IK  fpdaokd  úu¾Yk  fldñIka  iNdj","",""
"","jevigyk  01  fufyhqï  jevigyk","119,600,000","91,000,000"
"YS¾I 11","uqo,a fldñIka iNd ld¾hd,h","",""
"","jevigyk  01  fufyhqï  jevigyk","35,250,000","32,400,000"
"YS¾I 12","cd;sl  wOHdmk  fldñIka  iNdj","",""
"","jevigyk  01  fufyhqï  jevigyk","25,000,000","300,000"
"YS¾I 13","YS
% ,xld udkj ysñlï fldñIka iNdj","",""
"","jevigyk  01  fufyhqï  jevigyk","128,275,000","2,950,000"
"YS¾I 14","kS;sm;s  fomd¾;fïka;=j","",""
"","jevigyk  01  fufyhqï  jevigyk","371,725,000","18,200,000"
