"16","md¾,sfïka;=j","wdKavql%u  jHjia:dfõ  65","jevigyk  01-","","",""
"","","jk  jHjia:dj","fufyhqï  jevigyk","1""237""000","-","1""237""000"
"20","ue;sjrK  fomd¾;fïka;=j","wdKavql%u  jHjia:dfõ  103","jevigyk  01-","","",""
"","","jk  jHjia:dj","fufyhqï  jevigyk","3""098""000","-","3""098""000"
"21","ú.Kldêm;s","wdKavql%u  jHjia:dfõ  153","jevigyk  01-","","",""
"","","jk  jHjia:dj","fufyhqï  jevigyk","742""000","-","742""000"
"22","mßmd,k  lghq;=  ms<sn|","wdKavql%u  jHjia:dfõ  156","jevigyk  01-","","",""
"","md¾,sfïka;=  flduidßia","jk  jHjia:dj","fufyhqï  jevigyk","","",""
"","ld¾hd,h","","","780""000","-","780""000"
"111","fi!LH  wud;HdxYh","ffjoH  wd{d  mk;","jevigyk  01-","","",""
"","","^105  jk  wêldrh&","fufyhqï  jevigyk","2""000","-","2""000"
"239","úfoaY  iïm;a","1978 wxl 10 ork","jevigyk  01-","","",""
"","fomd¾;fïka;=j","fn%Ükajqâia  .súiqu","fufyhqï  jevigyk","","79""800""000  460""000""000","539""800""000"
"","","^úfYaI  úêúOdk&  mk;","","","",""
"249","NdKavd.dr  fufyhqï",",xld  ixj¾Ok  Kh  mk;","jevigyk  01-","","",""
"","fomd¾;fïka;=j","^407  jk  wêldrh&""  cd;sl","fufyhqï  jevigyk","364""000""000""000 550""000""000""000","","914""000""000""000"
"","","ixj¾Ok  Kh  wd{dmk;","","","",""
"","","^408 jk wêldrh&"" cd;sl","","","",""
"","","ixj¾Ok  Kh  mk;  ^409  jk","","","",""
"","","wêldrh&""  ,shdmosxÑ  jHdmdr","","","",""
"","","jia;= yd iq/l=ïm;a wd{d","","","",""
"","","mk;  ^ixfYdaê;  mßÈ&""  1957","","","",""
"","","wxl 29 ork úfoaY Kh mk;","","","",""
