"88","நான்காம் 
அட்டவைண 
பாகம் II 
20(3)(ஆ)(i)","","","","","","","","“ெசாத்(cid:8080)க்கைள(cid:8092)ம் 
ெபா(cid:8096)ப்(cid:8087)க்கைள(cid:8092)ம் 
இைணத்தல்”","","","","“ெசாத்(cid:8080)க்கைள(cid:8092)ம் 
ெபா(cid:8096)ப்(cid:8087)க்கைள(cid:8092)ம் 
இைணத்தல்”;",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"89","நான்காம் 
அட்டவைண 
பாகம் II
20(3)(ஆ) (ii)","","","","","","","","“ெசாத்(cid:8080)க்க(cid:8102)ம் 
ெபா(cid:8096)ப்(cid:8087)க்க(cid:8102)ம்”","","","","“ெசாத்(cid:8080)க்க(cid:8102)ம் 
ெபா(cid:8096)ப்(cid:8087)க்க(cid:8102)ம்”;",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"90","நான்காம் 
அட்டவைண 
பாகம் II
 22(1)(அ)","","","","","","","","“பங்குகள் அல்ல(cid:8080) 
ெதாகுதிக் கடன்கள்”","","","","“பங்குகள் மற்(cid:8096)ம் 
ெதாகுதிக் கடன்கள்”",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"91","நான்காம் 
அட்டவைண 
பாகம் II  
22(2)(ஆ)","","","","","","","","“கூட்(cid:8074)ைணக்கப்பட்ட 
கு(cid:8104) (cid:8080)ைணநிைலக் 
கம்ெபனி 
கைள(cid:8092)ைடய(cid:8080)”","","","","“கூட்(cid:8074)ைணக்கப்பட்ட 
கு(cid:8104) (cid:8080)ைணநிைலக் 
கம்ெபனிகைள 
(cid:8092)ைடய(cid:8080)”.",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"92","ஐந்தாம் 
அட்டவைண 
(அ)","","","","","","","","“ெபா(cid:8080)க் கூட்டம்”","","","","“ெபா(cid:8080)க் கூட்டம்”.",""
"","","","","","","","","","","","","","",""
"93","ஐந்தாம் 
அட்டவைண 
(ஆ)","","","","","","","","","“விவரத்திரட்(cid:8074)ன்","","","“விவரத்திரட்(cid:8074)ன்",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","ேததியில் பங்குதாரர் 
களாகவி(cid:8094)ந்த”","","","ேததியில் பங்குதாரர் 
களாகவி(cid:8094)ந்த”.",""
"","","","","","","","","","","","","","",""
