"","Head","220","Department  of  Ayurveda","","","",""
"","","","Programme  01
Operational  Activities","","119,  300,000","13,100,000",""
"","","","Programme  02
Development  Activities","","1,547,700,000","463,900,000",""
"","","","Ministry  of  Foreign  Affairs","","","",""
"5","","","Recurrent","11,804,800,000","","",""
"","","","Capital","754,000,000","","",""
"","","Made  up  as  follows  :-","","","","",""
"","Head","112","Minister  of  Foreign  Affairs","","","",""
"","","","Programme  01
Operational  Activities","","80,800,000","2,500,000",""
"10","","","Programme  02
Development  Activities","","11,724,000,000","751,500,000",""
"","","","Ministry  of  Transport  and  Civil  Aviation","","","","Appropriation"
"","","","Recurrent","32,919,950,000","","",""
"","","","Capital","36,261,000,000","","",""
"","","Made  up  as  follows  :-","","","","",""
"15","Head  114","","Minister  of    Transport  and  Civil  Aviation","","","",""
"","","","Programme  01
Operational  Activities","","298,350,000","11,000,000",""
"","","","Programme  02
Development  Activities","","14,236,150,000","13,306,800,000",""
"","Head","306","Department  of  Sri  Lanka  Railways","","","",""
"","","","Programme  02
Development  Activities","","16,070,450,000","21,129,200,000",""
"20","Head","307","Department  of  Motor  Traffic","","","",""
"","","","Programme  02
Development  Activities","","2,315,000,000","1,814,000,000","19"
