"","Head","","Recurrent","Capital","12"
"","No.","","Expenditure","Expenditure",""
"","","","Rs.","Rs.",""
"","Head
299","National  Intellectual  Property  Office  of  Sri  Lanka","","",""
"","","Programme  01
Operational  Activities","36,000,000","—",""
"","","Non  Cabinet  Ministry  of  Public  Distribution  and  Economic  Reforms","","",""
"","","Recurrent
116,100,000","","",""
"5","","Capital
  69,000,000","","",""
"","Made  up  as  follows  :-","","","",""
"","Head
5 3","Non  Cabinet  Ministry  of  Public  Distribution  and  Economic  Reforms","","",""
"","","Programme  01
Operational  Activities","116,100,000","69,000,000","Appropriation"
"","","Ministry  of    Buddhasasana  &  Wayamba  Development","","",""
"10","","Recurrent
1,650,000,000","","",""
"","","Capital
1,550,000,000","","",""
"","Made  up  as  follows  :-","","","",""
"","Head
101","Minister  of    Buddhasasana  &  Wayamba  Development","","",""
"","","Programme  01
Operational  Activities","146,700,000","11,500,000",""
"15","","Programme  02
Development  Activities","126,300,000","1,454,000,000",""
"","Head
201","Department  of  Buddhist  Affairs","","",""
"","","Programme  01
Operational  Activities","62,000,000","10,500,000",""
"","","Programme  02
Development  Activities","1,315,000,000","74,000,000",""
