"","","","","cr;r","vy;iyfs;","cr;r","cr;r"
"","","","","vy;iyfs;","","vy;iyfs;","vy;iyfs;"
"","","","","&gh","&gh","&gh","&gh"
"135","kjpg;gPl;Lj;  jpizf;fsk;","25101","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","","","75>000>000","—"
"","","","","19>000>000","12>000>000","",""
"136","njhifkjpg;G  Gs;sptptuj;","25201","mur  mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;","","Kw;gzk;","","","220>000>000","—"
"","","","","45>000>000","25>000>000","",""
"137","Xa;t{jpaj;  jpizf;fsk;","25301","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","","","130>000>000","—"
"","","","","34>000>000","17>000>000","",""
"138","gjpthsh;  ehafk;","25401","mur  mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;","","Kw;gzk;","","","230>000>000","—"
"","","","","64>000>000","35>000>000","",""
"139","khtl;lr;  nrayfk;>  nfhOk;G","25501","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","","","200>000>000","—"
"","","","","42>000>000","34>000>000","",""
"140","khtl;lr;  nrayfk;>  fk;g`h","25601","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","","","250>000>000","—"
"","","","","68>000>000","52>000>000","",""
"141","khtl;lr;  nrayfk;>  fSj;Jiw","25701","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","","","265>000>000","—"
"","","","","54>000>000","40>000>000","",""
"142","khtl;lr;  nrayfk;>  fz;b","25801","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","","","240>000>000","—"
"","","","","65>000>000","45>000>000","",""
"143","khtl;lr;  nrayfk;>  khj;jis","25901","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","","","150>000>000","—"
"","","","","36>000>000","27>000>000","",""
"144","khtl;lr; nrayfk;> Etnuypah","26001","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","","","92>000>000","—"
"","","","","29>000>000","19>000>000","",""
"145","khtl;lr;  nrayfk;>  fhyp","26101","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","","","225>000>000","—"
"","","","","56>000>000","46>000>000","",""
"146","khtl;lr;  nrayfk;>  khj;jiw","26201","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","","","200>000>000","—"
"","","","","50>000>000","35>000>000","",""
