"","","","cr;r","vy;iyfs;","cr;r","cr;r"
"","","","vy;iyfs;","","vy;iyfs;","vy;iyfs;"
"","","","&gh","&gh","&gh","&gh"
"34","11601
$l;LwT>  cs;ehl;L  th;j;jf","mur  mYtyh;fSf;fhd","","","",""
"","mikr;rh;","Kw;gzk;","6>000>000","3>400>000","29>000>000","—"
"35","11701
neLQ;rhiyfs;>  JiwKfq;fs;","mur  mYtyh;fSf;fhd","","","",""
"","kw;Wk; fg;gw;Jiw mikr;rh;","Kw;gzk;","12>000>000","4>000>000","45>000>000","—"
"36","11801
fkj;njhopy;  mikr;rh;","mur  mYtyh;fSf;fhd","","","",""
"","","Kw;gzk;","20>000>000","7>000>000","61>000>000","—"
"37","11901
kpd;tY>  vhprf;jp  mikr;rh;","mur  mYtyh;fSf;fhd","","","",""
"","","Kw;gzk;","4>500>000","2>200>000","15>000>000","—"
"38","12001
rpWth;  mgptpUj;jp>  kfsph;","mur  mYtyh;fSf;fhd","","","",""
"","mYty;fs;  mikr;rh;","Kw;gzk;","25>000>000","10>000>000","80>000>000","—"
"39","12101
nghJ  epUthf>  cs;ehl;L","mur  mYtyh;fSf;fhd","","","",""
"","mYty;fs;  mikr;rh;","Kw;gzk;","29>000>000","15>000>000","110>000>000","—"
"40","12201
ntFrd  Clf>  jfty;","mur  mYtyh;fSf;fhd","","","",""
"","mikr;rh;","Kw;gzk;","5>000>000","3>000>000","21>000>000","—"
"41","12301
eph;khz>  nghwpapay;  Nritfs;>","mur  mYtyh;fSf;fhd","","","",""
"","t
likg;G> nghJtrjpfs; mikr;rh;","Kw;gzk;","7>000>000","4>000>000","38>000>000","—"
"42","r%f  Nritfs;  mikr;rh;
12401","mur  mYtyh;fSf;fhd","","","",""
"","","Kw;gzk;","7>000>000","3>800>000","30>000>000","—"
"43","fy;tp  mikr;rh;
12601","mur  mYtyh;fSf;fhd","","","",""
"","","Kw;gzk;","790>000>000","635>000>000","2>300>000>000","—"
"44","njhopy;  kw;Wk;  njhopy;
12701","mur  mYtyh;fSf;fhd","","","",""
"","cwTfs;  mikr;rh;","Kw;gzk;","5>000>000","2>200>000","20>000>000","—"
