"","","","","","","5A"
"","I ෙක(cid:675)ටස: (I) ෙ(cid:326)දය - (cid:636) ලංකා (cid:541)ජාතා(cid:486)(cid:437)ක සමාජවා(cid:463) ජනරජෙ(cid:591) අ(cid:431) (cid:618)ෙශෂ ගැස(cid:376) ප(cid:436)ය - 2019.11.20","","","","",""
"","ப(cid:8065)தி I: ெதா(cid:8065)தி (I) - இல(cid:8113)ைக(cid:8114) சனநாயக ேசாச(cid:8098)ச(cid:8112) (cid:8065)(cid:8074)யர(cid:8070) வ(cid:8125)(cid:8119)தமான(cid:8122) ப(cid:8119)திாிைக - அதி விேசஷமான(cid:8080)  - 2019.11.20","","","","",""
"ஒ(cid:8094)(cid:8113)கிைண(cid:8122)(cid:8087)","கிழ(cid:8112)(cid:8065)","வட(cid:8112)(cid:8065)","ஒ(cid:8094)(cid:8113)கிைண(cid:8122)(cid:8087)","கிழ(cid:8112)(cid:8065)","வட(cid:8112)(cid:8065)",""
"இல.","ஒ(cid:8094)(cid:8113)கி","ஒ(cid:8094)(cid:8113)கி","இல.","ஒ(cid:8094)(cid:8113)கி","ஒ(cid:8094)(cid:8113)கி",""
"","ைண(cid:8122)(cid:8087)க(cid:8128)","ைண(cid:8122)(cid:8087)க(cid:8128)","","ைண(cid:8122)(cid:8087)க(cid:8128)","ைண(cid:8122)(cid:8087)க(cid:8128)",""
"153","151040","146578","196","152587","144909",""
"","","","197","152534","144877",""
"154","151096","146592","","","",""
"","","","198","152557","144811",""
"155","151173","146618","","","",""
"","","","199","152555","144765",""
"156","151254","146628","","","",""
"157","151301","146672","200","152565","144698",""
"158","151355","146695","201","152592","144645",""
"159","151458","146580","202","152619","144599",""
"160","151433","146504","203","152706","144561",""
"161","151573","146385","204","152717","144517",""
"162","151608","146266","205","152678","144456",""
"163","151645","146136","206","152668","144411",""
"164","151700","145991","207","152722","144339",""
"165","151759","145878","208","152714","144260",""
"166","151722","145869","209","152637","144177",""
"167","151661","145848","210","152579","144152",""
"","","","211","152558","144185",""
"168","151589","145832","","","",""
"169","151469","145819","212","152569","144227",""
"170","151411","145813","213","152592","144247",""
"171","151386","145749","214","152586","144259",""
"172","151388","145722","215","152528","144283",""
"","","","216","152475","144304",""
"173","151414","145685","","","",""
"","","","217","152513","144309",""
"174","151488","145632","","","",""
"175","151538","145588","218","152554","144323",""
"176","151652","145538","219","152557","144357",""
"177","151703","145568","220","152530","144365",""
"","","","221","152488","144361",""
"178","151702","145629","","","",""
"","","","222","152460","144393",""
"179","151705","145671","","","",""
"","","","223","152473","144430",""
"180","151792","145713","","","",""
"","","","224","152483","144462",""
"181","151957","145678","","","",""
"","","","225","152444","144481",""
"182","152031","145610","","","",""
"","","","226","152387","144509",""
"183","152113","145543","","","",""
"","","","227","152338","144499",""
"184","152198","145406","","","",""
"185","152227","145324","228","152307","144540",""
"186","152211","145255","229","152278","144586",""
"187","152272","145236","230","152259","144616",""
"188","152314","145194","231","152235","144640",""
"189","152280","145112","232","152230","144684",""
"190","152377","145056","233","152200","144689",""
"191","152364","145036","234","152172","144643",""
"192","152392","144981","235","152106","144643",""
"193","152470","145010","236","152055","144657",""
"194","152523","144981","237","152041","144665",""
"195","152606","144947","238","151987","144730",""
