"¡(cid:229)˘”(cid:190) (cid:151)(cid:204)Ł(cid:190)(cid:224) ¤˙(cid:239)“(cid:190) ˘(cid:229) ˘Œ”º ¡(cid:229)¤(cid:229)˙˘ ; (cid:204)˝","","","",""
"","¡(cid:190)(cid:224)”˙(cid:229)˘ ¤˛˜(cid:190)(cid:229)¤˙‚˘· ¡…(cid:229)˛ ˜Œ…¨(cid:224) ¤(cid:229)(cid:218)˘ ´¨¤(cid:229)(cid:239)˘(cid:224)","","",""
"","(cid:190)ł(cid:218)(cid:239)…(cid:224)˚ ¡…(cid:229)˛  ¤ł(cid:215)(cid:239)(cid:138) ¤(cid:229)(cid:218)˘˘ (cid:204)¿˝(cid:229)—","","",""
"","","","",""
"(i)","","","",""
"","","“(cid:190)Œ(cid:239)…(cid:190)Œ¤˙(cid:230)(cid:201)(cid:190)(cid:224) (cid:201)(cid:218)“ß¤˙‚˘ ¤ł(cid:215)(cid:239)(cid:138) …ß ¡(cid:190)Œ“˜(cid:190)˘","",""
"","","¤˛ ˘Œ”º ¤(cid:229)(cid:218)˘ (cid:192)(cid:214)(cid:192)(cid:229)(cid:144)˘ ˝(cid:229) ¡…(cid:229)˛ ¤˙(cid:190)Œ ¨(cid:230)(cid:148)˘ ˘Œ”º","",""
"","˜(cid:229)(cid:218)(cid:239)“(cid:229)(cid:224)(cid:192)(cid:239)…(cid:224)˚ ;","","",""
"","","","",""
"(ii)","","","",""
"","","¨(cid:230)´  ¡(cid:230)”ł  “(cid:190)Œ(cid:239)…(cid:190)Œ¤˙(cid:230)(cid:201)(cid:190)(cid:224)  (cid:204)˜“  (cid:201)æ(cid:229)(cid:192)(cid:229)(cid:214)¤","",""
"","","(cid:204)(cid:138)´(cid:190)(cid:224)‰”(cid:229)  ¡(cid:230)”ł    ¤˙“(cid:230)(cid:190)ø˜·  (cid:239)(cid:192)˙(cid:229)”º(cid:201),  (cid:239)(cid:176)æ¸(cid:224)(cid:181)","",""
"","","¤˛˜(cid:190)(cid:229)¤˙‚ ¡(cid:190)Œ˜”˘ ¨´(cid:229)“” ˘Œ”º ¡(cid:229)¤(cid:229)˙˘,","",""
