"","Made up as follows :-","","","",""
"","Head   101","Minister of  Buddhasasana, Religious and Cultural Affairs","","",""
"","","Programme 01","Operational Activities","699,600,000","59,400,000"
"","","Programme 02","Development Activities","2,834,400,000","2,346,600,000"
"5","Head   201","Department of Buddhist Affairs","","",""
"","","Programme 01","Operational Activities","177,600,000","24,000,000"
"","","Programme 02","Development Activities","1,029,400,000","119,000,000"
"","Head   202","Department of Muslim Religious and Cultural Affairs","","",""
"","","Programme 02","Development Activities","164,000,000","40,000,000"
"10","Head   203","Department of Christian Religious  Affairs","","",""
"","","Programme 02","Development Activities","95,000,000","83,000,000"
"","Head   204","Department of Hindu Religious and Cultural Affairs","","",""
"","","Programme 02","Development Activities","230,000,000","55,000,000"
"","Head   205","Department of Public Trustee","","",""
"15","","Programme 01","Operational Activities","107,000,000","5,000,000"
"","Head   206","Department of Cultural Affairs","","",""
"","","Programme 01","Operational Activities","177,600,000","15,100,000"
"","","Programme 02","Development Activities","942,400,000","284,900,000"
