"","Head","Unit/Ministry/Department","Provision  of  the  Constitution","Expenditure","Recurrent","Capital","Total"
"","No.","or  Institution  by  whom","and  Law  under  which","Programme","Expenditure","Expenditure","Expenditure"
"","","expenditure  is  incurred","expenditure  is  authorized","","Rs.","Rs.","Rs."
"","249","Department  of  Treasury","Foreign  Loans  Act,","","Programme  01-        2,137,120,000,000 2,019,970,000,000 4,157,090,000,000","",""
"","","Operations","No.  29  of  1957","Operational","","",""
"","","","(Section  2  paragraphs  (a)","Activities","","",""
"","","","and  (c)),  Local  Treasury  Bills","","","",""
"5","","","Ordinance  (Chapter  417)","","","",""
"","","","Section  6(1)  of  the","","","",""
"","","","Active  Liability  Management","","","",""
"","","","Act,  No.  8  of  2018","","","",""
"","253","Department  of  Pensions","Widows’  and  Orphans’  Pension","Programme  01-","65,000,000,000","—","65,000,000,000"
"10","","","Fund  Ordinance  (Chapter  431),","Operational","","",""
"","","","Widowers’  and","Activities","","",""
"","","","Orphans’  Pensions  Act,  No.  24","","","",""
"","","","of  1983,  Widows’  and","","","",""
"","","","Orphans’  Pension  Scheme","","","",""
"15","","","(Armed  Forces)  Act,  No.  18","","","",""
"","","","of  1970,  School","","","",""
"","","","Teachers’  Pensions  Act","","","",""
"","","","(Chapter  432)","","","",""
